time_period,geographic_level,region_code,region_name,new_la_code,la_name,entitlement_type,age,number_children,number_eligible_children,percentage_eligible_children,number_children_dis,number_children_sen,percentage_children_sen
2022-01-01,Local authority,E12000006,East of England,E10000020,Norfolk,15-hour entitlement,3-year-olds,8160,8912,91.6,,232,2.8
2022-01-01,Local authority,E12000003,Yorkshire and The Humber,E06000012,North East Lincolnshire,15-hour entitlement,3-year-olds,1659,1778,93.3,,47,2.8
2022-01-01,Local authority,E12000003,Yorkshire and The Humber,E06000013,North Lincolnshire,15-hour entitlement,3-year-olds,1639,1748,93.8,,66,4.0
2022-01-01,Local authority,E12000004,East Midlands,E06000061,North Northamptonshire,15-hour entitlement,3-year-olds,3583,4209,85.1,,207,5.8
2022-01-01,Local authority,E12000009,South West,E06000024,North Somerset,15-hour entitlement,3-year-olds,2080,2216,93.9,,74,3.6
2022-01-01,Local authority,E12000001,North East,E08000022,North Tyneside,15-hour entitlement,3-year-olds,2238,2190,102.2,,107,4.8
2022-01-01,Local authority,E12000003,Yorkshire and The Humber,E10000023,North Yorkshire,15-hour entitlement,3-year-olds,5731,5724,100.1,,143,2.5
2022-01-01,Local authority,E12000001,North East,E06000057,Northumberland,15-hour entitlement,3-year-olds,3141,2959,106.1,,206,6.6
2022-01-01,Local authority,E12000004,East Midlands,E06000018,Nottingham,15-hour entitlement,3-year-olds,3242,3975,81.6,,98,3.0
2022-01-01,Local authority,E12000004,East Midlands,E10000024,Nottinghamshire,15-hour entitlement,3-year-olds,8241,8721,94.5,,157,1.9
2022-01-01,Local authority,E12000002,North West,E08000004,Oldham,15-hour entitlement,3-year-olds,2899,3222,90.0,,196,6.8
2022-01-01,Local authority,E12000008,South East,E10000025,Oxfordshire,15-hour entitlement,3-year-olds,7214,7601,94.9,,438,6.1
2022-01-01,Local authority,E12000006,East of England,E06000031,Peterborough,15-hour entitlement,3-year-olds,2638,3027,87.2,,85,3.2
2022-01-01,Local authority,E12000009,South West,E06000026,Plymouth,15-hour entitlement,3-year-olds,2511,2822,89.0,,75,3.0
2022-01-01,Local authority,E12000008,South East,E06000044,Portsmouth,15-hour entitlement,3-year-olds,2144,2403,89.2,,42,2.0
2022-01-01,Local authority,E12000008,South East,E06000038,Reading,15-hour entitlement,3-year-olds,1793,2142,83.7,,101,5.6
2022-01-01,Local authority,E13000002,Outer London,E09000026,Redbridge,15-hour entitlement,3-year-olds,3943,4260,92.6,,118,3.0
2022-01-01,Local authority,E12000001,North East,E06000003,Redcar and Cleveland,15-hour entitlement,3-year-olds,1329,1400,95.0,,73,5.5
2022-01-01,Local authority,E13000002,Outer London,E09000027,Richmond upon Thames,15-hour entitlement,3-year-olds,2235,2355,94.9,,44,2.0
2022-01-01,Local authority,E12000002,North West,E08000005,Rochdale,15-hour entitlement,3-year-olds,2515,2916,86.3,,162,6.4
2022-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000018,Rotherham,15-hour entitlement,3-year-olds,2777,3057,90.9,,192,6.9
2022-01-01,Local authority,E12000004,East Midlands,E06000017,Rutland,15-hour entitlement,3-year-olds,276,375,73.7,,5,1.8
2022-01-01,Local authority,E12000002,North West,E08000006,Salford,15-hour entitlement,3-year-olds,3229,3403,94.9,,225,7.0
2022-01-01,Local authority,E12000005,West Midlands,E08000028,Sandwell,15-hour entitlement,3-year-olds,4029,4574,88.1,,167,4.1
2022-01-01,Local authority,E12000002,North West,E08000014,Sefton,15-hour entitlement,3-year-olds,2606,2780,93.7,,104,4.0
2022-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000019,Sheffield,15-hour entitlement,3-year-olds,5774,6437,89.7,,339,5.9
2022-01-01,Local authority,E12000005,West Midlands,E06000051,Shropshire,15-hour entitlement,3-year-olds,2894,2984,97.0,,91,3.1
2022-01-01,Local authority,E12000008,South East,E06000039,Slough,15-hour entitlement,3-year-olds,2058,2352,87.5,,68,3.3
2022-01-01,Local authority,E12000005,West Midlands,E08000029,Solihull,15-hour entitlement,3-year-olds,2519,2469,102.0,,92,3.7
2022-01-01,Local authority,E12000009,South West,E10000027,Somerset,15-hour entitlement,3-year-olds,5189,5624,92.3,,34,0.7
2022-01-01,Local authority,E12000009,South West,E06000025,South Gloucestershire,15-hour entitlement,3-year-olds,3158,3326,95.0,,25,0.8
2022-01-01,Local authority,E12000001,North East,E08000023,South Tyneside,15-hour entitlement,3-year-olds,1491,1626,91.7,,102,6.8
2022-01-01,Local authority,E12000008,South East,E06000045,Southampton,15-hour entitlement,3-year-olds,2468,3003,82.2,,18,0.7
2022-01-01,Local authority,E12000006,East of England,E06000033,Southend-on-Sea,15-hour entitlement,3-year-olds,1867,2158,86.5,,114,6.1
2022-01-01,Local authority,E13000001,Inner London,E09000028,Southwark,15-hour entitlement,3-year-olds,2754,3884,70.9,,249,9.0
2022-01-01,Local authority,E12000002,North West,E08000013,St. Helens,15-hour entitlement,3-year-olds,1849,1992,92.8,,96,5.2
2022-01-01,Local authority,E12000005,West Midlands,E10000028,Staffordshire,15-hour entitlement,3-year-olds,8707,8701,100.1,,382,4.4
2022-01-01,Local authority,E12000002,North West,E08000007,Stockport,15-hour entitlement,3-year-olds,3348,3408,98.3,,164,4.9
2022-01-01,Local authority,E12000001,North East,E06000004,Stockton-on-Tees,15-hour entitlement,3-year-olds,1979,2186,90.5,,74,3.7
2022-01-01,Local authority,E12000005,West Midlands,E06000021,Stoke-on-Trent,15-hour entitlement,3-year-olds,2751,3208,85.8,,216,7.9
2022-01-01,Local authority,E12000006,East of England,E10000029,Suffolk,15-hour entitlement,3-year-olds,7071,8008,88.3,,236,3.3
2022-01-01,Local authority,E12000001,North East,E08000024,Sunderland,15-hour entitlement,3-year-olds,2717,2884,94.2,,188,6.9
2022-01-01,Local authority,E12000008,South East,E10000030,Surrey,15-hour entitlement,3-year-olds,12599,13470,93.5,,1052,8.3
2022-01-01,Local authority,E13000002,Outer London,E09000029,Sutton,15-hour entitlement,3-year-olds,2178,2598,83.8,,104,4.8
2022-01-01,Local authority,E12000009,South West,E06000030,Swindon,15-hour entitlement,3-year-olds,2581,2789,92.6,,65,2.5
2022-01-01,Local authority,E12000002,North West,E08000008,Tameside,15-hour entitlement,3-year-olds,2556,2784,91.8,,155,6.1
2022-01-01,Local authority,E12000005,West Midlands,E06000020,Telford and Wrekin,15-hour entitlement,3-year-olds,2052,2176,94.3,,142,6.9
2022-01-01,Local authority,E12000006,East of England,E06000034,Thurrock,15-hour entitlement,3-year-olds,2158,2603,82.9,,70,3.2
2022-01-01,Local authority,E12000009,South West,E06000027,Torbay,15-hour entitlement,3-year-olds,1194,1280,93.3,,70,5.9
2022-01-01,Local authority,E13000001,Inner London,E09000030,Tower Hamlets,15-hour entitlement,3-year-olds,3121,4368,71.5,,263,8.4
2022-01-01,Local authority,E12000002,North West,E08000009,Trafford,15-hour entitlement,3-year-olds,2788,2842,98.1,,117,4.2
2022-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000036,Wakefield,15-hour entitlement,3-year-olds,3905,4233,92.3,,159,4.1
2022-01-01,Local authority,E12000005,West Midlands,E08000030,Walsall,15-hour entitlement,3-year-olds,3286,3859,85.1,,226,6.9
2022-01-01,Local authority,E13000002,Outer London,E09000031,Waltham Forest,15-hour entitlement,3-year-olds,3204,4110,78.0,,209,6.5
2022-01-01,Local authority,E13000001,Inner London,E09000032,Wandsworth,15-hour entitlement,3-year-olds,3201,4108,77.9,,114,3.6
2022-01-01,Local authority,E12000002,North West,E06000007,Warrington,15-hour entitlement,3-year-olds,2197,2281,96.3,,114,5.2
2022-01-01,Local authority,E12000005,West Midlands,E10000031,Warwickshire,15-hour entitlement,3-year-olds,6117,6313,96.9,,184,3.0
2022-01-01,Local authority,E12000008,South East,E06000037,West Berkshire,15-hour entitlement,3-year-olds,1619,1683,96.2,,38,2.3
2022-01-01,Local authority,E12000004,East Midlands,E06000062,West Northamptonshire,15-hour entitlement,3-year-olds,4499,5034,89.4,,243,5.4
2022-01-01,Local authority,E12000008,South East,E10000032,West Sussex,15-hour entitlement,3-year-olds,8713,9031,96.5,,353,4.1
2022-01-01,Local authority,E13000001,Inner London,E09000033,Westminster,15-hour entitlement,3-year-olds,1347,2702,49.9,,96,7.1
2022-01-01,Local authority,E12000002,North West,E08000010,Wigan,15-hour entitlement,3-year-olds,3295,3557,92.6,,100,3.0
2022-01-01,Local authority,E12000009,South West,E06000054,Wiltshire,15-hour entitlement,3-year-olds,5319,5404,98.4,,240,4.5
2022-01-01,Local authority,E12000008,South East,E06000040,Windsor and Maidenhead,15-hour entitlement,3-year-olds,1677,1666,100.7,,36,2.1
2022-01-01,Local authority,E12000002,North West,E08000015,Wirral,15-hour entitlement,3-year-olds,3257,3408,95.6,,224,6.9
2022-01-01,Local authority,E12000008,South East,E06000041,Wokingham,15-hour entitlement,3-year-olds,1896,1929,98.3,,91,4.8
2022-01-01,Local authority,E12000005,West Midlands,E08000031,Wolverhampton,15-hour entitlement,3-year-olds,2959,3501,84.5,,197,6.7
2022-01-01,Local authority,E12000005,West Midlands,E10000034,Worcestershire,15-hour entitlement,3-year-olds,5953,6121,97.3,,664,11.2
2022-01-01,Local authority,E12000003,Yorkshire and The Humber,E06000014,York,15-hour entitlement,3-year-olds,1819,1872,97.2,,38,2.1
2023-01-01,Local authority,E13000002,Outer London,E09000002,Barking and Dagenham,15-hour entitlement,3-year-olds,3080,3548,86.8,,156,5.1
2023-01-01,Local authority,E13000002,Outer London,E09000003,Barnet,15-hour entitlement,3-year-olds,3971,4908,80.9,,200,5.0
2023-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000016,Barnsley,15-hour entitlement,3-year-olds,2584,2637,98.0,,129,5.0
2023-01-01,Local authority,E12000009,South West,E06000022,Bath and North East Somerset,15-hour entitlement,3-year-olds,1779,1932,92.1,,162,9.1
2023-01-01,Local authority,E12000006,East of England,E06000055,Bedford,15-hour entitlement,3-year-olds,2037,2140,95.2,,113,5.5
2023-01-01,Local authority,E13000002,Outer London,E09000004,Bexley,15-hour entitlement,3-year-olds,2684,3051,88.0,,92,3.4
2023-01-01,Local authority,E12000005,West Midlands,E08000025,Birmingham,15-hour entitlement,3-year-olds,13005,15669,83.0,,1291,9.9
2023-01-01,Local authority,E12000002,North West,E06000008,Blackburn with Darwen,15-hour entitlement,3-year-olds,1795,1937,92.7,,189,10.5
2023-01-01,Local authority,E12000002,North West,E06000009,Blackpool,15-hour entitlement,3-year-olds,1336,1545,86.4,,140,10.5
2023-01-01,Local authority,E12000002,North West,E08000001,Bolton,15-hour entitlement,3-year-olds,3552,3577,99.3,,186,5.2
2023-01-01,Local authority,E12000009,South West,E06000058,"Bournemouth, Christchurch and Poole",15-hour entitlement,3-year-olds,3279,3791,86.5,,317,9.7
2023-01-01,Local authority,E12000008,South East,E06000036,Bracknell Forest,15-hour entitlement,3-year-olds,1294,1388,93.2,,26,2.0
2023-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000032,Bradford,15-hour entitlement,3-year-olds,6683,7238,92.3,,328,4.9
2023-01-01,Local authority,E13000002,Outer London,E09000005,Brent,15-hour entitlement,3-year-olds,3415,4345,78.6,,361,10.6
2023-01-01,Local authority,E12000008,South East,E06000043,Brighton and Hove,15-hour entitlement,3-year-olds,2224,2601,85.5,,185,8.3
2023-01-01,Local authority,E12000009,South West,E06000023,"Bristol, City of",15-hour entitlement,3-year-olds,4676,5564,84.0,,296,6.3
2023-01-01,Local authority,E13000002,Outer London,E09000006,Bromley,15-hour entitlement,3-year-olds,3750,4032,93.0,,162,4.3
2023-01-01,Local authority,E12000008,South East,E06000060,Buckinghamshire,15-hour entitlement,3-year-olds,5854,6121,95.6,,408,7.0
2023-01-01,Local authority,E12000002,North West,E08000002,Bury,15-hour entitlement,3-year-olds,2015,2241,89.9,,113,5.6
2023-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000033,Calderdale,15-hour entitlement,3-year-olds,2245,2258,99.4,,187,8.3
2023-01-01,Local authority,E12000006,East of England,E10000003,Cambridgeshire,15-hour entitlement,3-year-olds,6808,6946,98.0,,146,2.1
2023-01-01,Local authority,E13000001,Inner London,E09000007,Camden,15-hour entitlement,3-year-olds,1582,2750,57.5,,164,10.4
2023-01-01,Local authority,E12000006,East of England,E06000056,Central Bedfordshire,15-hour entitlement,3-year-olds,3550,3415,103.9,,191,5.4
2023-01-01,Local authority,E12000002,North West,E06000049,Cheshire East,15-hour entitlement,3-year-olds,3926,3815,102.9,,142,3.6
2023-01-01,Local authority,E12000002,North West,E06000050,Cheshire West and Chester,15-hour entitlement,3-year-olds,3546,3587,98.9,,132,3.7
2023-01-01,Local authority,E13000001,Inner London,E09000001,City of London,15-hour entitlement,3-year-olds,60,100,60.1,,3,5.0
2023-01-01,Local authority,E12000009,South West,E06000052,Cornwall,15-hour entitlement,3-year-olds,4937,5367,92.0,,218,4.4
2023-01-01,Local authority,E12000001,North East,E06000047,County Durham,15-hour entitlement,3-year-olds,4789,5064,94.6,,375,7.8
2023-01-01,Local authority,E12000005,West Midlands,E08000026,Coventry,15-hour entitlement,3-year-olds,3801,4674,81.3,,174,4.6
2023-01-01,Local authority,E13000002,Outer London,E09000008,Croydon,15-hour entitlement,3-year-olds,4270,5001,85.4,,108,2.5
2023-01-01,Local authority,E12000002,North West,E10000006,Cumbria,15-hour entitlement,3-year-olds,4424,4444,99.5,,226,5.1
2023-01-01,Local authority,E12000001,North East,E06000005,Darlington,15-hour entitlement,3-year-olds,980,1075,91.1,,83,8.5
2023-01-01,Local authority,E12000004,East Midlands,E06000015,Derby,15-hour entitlement,3-year-olds,2822,3059,92.2,,330,11.7
2023-01-01,Local authority,E12000004,East Midlands,E10000007,Derbyshire,15-hour entitlement,3-year-olds,7245,7734,93.7,,349,4.8
2023-01-01,Local authority,E12000009,South West,E10000008,Devon,15-hour entitlement,3-year-olds,7132,7287,97.9,,311,4.4
2023-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000017,Doncaster,15-hour entitlement,3-year-olds,3338,3368,99.1,,166,5.0
2023-01-01,Local authority,E12000009,South West,E06000059,Dorset,15-hour entitlement,3-year-olds,2894,3054,94.8,,63,2.2
2023-01-01,Local authority,E12000005,West Midlands,E08000027,Dudley,15-hour entitlement,3-year-olds,3276,3609,90.8,,159,4.9
2023-01-01,Local authority,E13000002,Outer London,E09000009,Ealing,15-hour entitlement,3-year-olds,3988,4237,94.1,,320,8.0
2023-01-01,Local authority,E12000003,Yorkshire and The Humber,E06000011,East Riding of Yorkshire,15-hour entitlement,3-year-olds,3097,2931,105.6,,106,3.4
2023-01-01,Local authority,E12000008,South East,E10000011,East Sussex,15-hour entitlement,3-year-olds,4764,5124,93.0,,150,3.1
2023-01-01,Local authority,E13000002,Outer London,E09000010,Enfield,15-hour entitlement,3-year-olds,3450,4389,78.6,,267,7.7
2023-01-01,Local authority,E12000006,East of England,E10000012,Essex,15-hour entitlement,3-year-olds,17543,16426,106.8,,173,1.0
2023-01-01,Local authority,E12000001,North East,E08000037,Gateshead,15-hour entitlement,3-year-olds,1947,1946,100.1,,132,6.8
2023-01-01,Local authority,E12000009,South West,E10000013,Gloucestershire,15-hour entitlement,3-year-olds,6202,6642,93.4,,83,1.3
2023-01-01,Local authority,E13000002,Outer London,E09000011,Greenwich,15-hour entitlement,3-year-olds,3405,4067,83.7,,313,9.2
2023-01-01,Local authority,E13000001,Inner London,E09000012,Hackney,15-hour entitlement,3-year-olds,3045,3730,81.6,,200,6.6
2023-01-01,Local authority,E12000002,North West,E06000006,Halton,15-hour entitlement,3-year-olds,1280,1422,90.0,,95,7.4
2023-01-01,Local authority,E13000001,Inner London,E09000013,Hammersmith and Fulham,15-hour entitlement,3-year-olds,1435,2080,69.0,,109,7.6
2023-01-01,Local authority,E12000008,South East,E10000014,Hampshire,15-hour entitlement,3-year-olds,13513,14067,96.1,,808,6.0
2023-01-01,Local authority,E13000001,Inner London,E09000014,Haringey,15-hour entitlement,3-year-olds,2522,3251,77.6,,183,7.3
2023-01-01,Local authority,E13000002,Outer London,E09000015,Harrow,15-hour entitlement,3-year-olds,2769,3191,86.8,,131,4.7
2023-01-01,Local authority,E12000001,North East,E06000001,Hartlepool,15-hour entitlement,3-year-olds,936,962,97.3,,72,7.7
2023-01-01,Local authority,E13000002,Outer London,E09000016,Havering,15-hour entitlement,3-year-olds,3015,3319,90.8,,115,3.8
2023-01-01,Local authority,E12000005,West Midlands,E06000019,"Herefordshire, County of",15-hour entitlement,3-year-olds,1690,1798,94.0,,31,1.8
2023-01-01,Local authority,E12000006,East of England,E10000015,Hertfordshire,15-hour entitlement,3-year-olds,13042,13838,94.2,,673,5.2
2023-01-01,Local authority,E13000002,Outer London,E09000017,Hillingdon,15-hour entitlement,3-year-olds,3536,4100,86.2,,238,6.7
2023-01-01,Local authority,E13000002,Outer London,E09000018,Hounslow,15-hour entitlement,3-year-olds,3097,3571,86.7,,289,9.3
2023-01-01,Local authority,E12000008,South East,E06000046,Isle of Wight,15-hour entitlement,3-year-olds,1015,1182,85.9,,24,2.4
2023-01-01,Local authority,E12000009,South West,E06000053,Isles of Scilly,15-hour entitlement,3-year-olds,14,22,62.6,,0,0.0
2023-01-01,Local authority,E13000001,Inner London,E09000019,Islington,15-hour entitlement,3-year-olds,1883,2456,76.7,,150,8.0
2023-01-01,Local authority,E13000001,Inner London,E09000020,Kensington and Chelsea,15-hour entitlement,3-year-olds,1310,1428,91.7,,81,6.2
2023-01-01,Local authority,E12000008,South East,E10000016,Kent,15-hour entitlement,3-year-olds,16698,17534,95.2,,263,1.6
2023-01-01,Local authority,E12000003,Yorkshire and The Humber,E06000010,"Kingston upon Hull, City of",15-hour entitlement,3-year-olds,2803,3144,89.2,,278,9.9
2023-01-01,Local authority,E13000002,Outer London,E09000021,Kingston upon Thames,15-hour entitlement,3-year-olds,1670,2045,81.6,,147,8.8
2023-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000034,Kirklees,15-hour entitlement,3-year-olds,4643,5068,91.6,,343,7.4
2023-01-01,Local authority,E12000002,North West,E08000011,Knowsley,15-hour entitlement,3-year-olds,1813,1917,94.6,,145,8.0
2023-01-01,Local authority,E13000001,Inner London,E09000022,Lambeth,15-hour entitlement,3-year-olds,2589,3541,73.1,,128,4.9
2023-01-01,Local authority,E12000002,North West,E10000017,Lancashire,15-hour entitlement,3-year-olds,12609,12741,99.0,,628,5.0
2023-01-01,Local authority,E12000003,Yorkshire and The Humber,E08000035,Leeds,15-hour entitlement,3-year-olds,8838,9491,93.1,,712,8.1
