time_period,geographic_level,region_code,region_name,new_la_code,la_name,entitlement_type,age,number_children_sen,percentage_children_sen
2018-01-01,Local authority,E12000005,West Midlands,E08000028,Sandwell,30-hour entitlement,3-year-olds,12,1.2
2018-01-01,Local authority,E12000005,West Midlands,E08000028,Sandwell,30-hour entitlement,4-year-olds,6,1.7
2018-01-01,Local authority,E12000005,West Midlands,E08000028,Sandwell,30-hour entitlement,3 and 4-year-olds,18,1.3
2018-01-01,Local authority,E12000005,West Midlands,E06000051,Shropshire,15-hour entitlement,3-year-olds,126,4.2
2018-01-01,Local authority,E12000005,West Midlands,E06000051,Shropshire,15-hour entitlement,4-year-olds,240,7.7
2018-01-01,Local authority,E12000005,West Midlands,E06000051,Shropshire,15-hour entitlement,3 and 4-year-olds,366,6
2018-01-01,Local authority,E12000005,West Midlands,E06000051,Shropshire,30-hour entitlement,3-year-olds,30,2.3
2018-01-01,Local authority,E12000005,West Midlands,E06000051,Shropshire,30-hour entitlement,4-year-olds,18,3.6
2018-01-01,Local authority,E12000005,West Midlands,E06000051,Shropshire,30-hour entitlement,3 and 4-year-olds,48,2.6
2018-01-01,Local authority,E12000005,West Midlands,E08000029,Solihull,15-hour entitlement,3-year-olds,113,4.2
2018-01-01,Local authority,E12000005,West Midlands,E08000029,Solihull,15-hour entitlement,4-year-olds,237,8.3
2018-01-01,Local authority,E12000005,West Midlands,E08000029,Solihull,15-hour entitlement,3 and 4-year-olds,350,6.3
2018-01-01,Local authority,E12000005,West Midlands,E08000029,Solihull,30-hour entitlement,3-year-olds,22,2
2018-01-01,Local authority,E12000005,West Midlands,E08000029,Solihull,30-hour entitlement,4-year-olds,9,2.2
2018-01-01,Local authority,E12000005,West Midlands,E08000029,Solihull,30-hour entitlement,3 and 4-year-olds,31,2.1
2018-01-01,Local authority,E12000005,West Midlands,E10000028,Staffordshire,15-hour entitlement,3-year-olds,125,1.4
2018-01-01,Local authority,E12000005,West Midlands,E10000028,Staffordshire,15-hour entitlement,4-year-olds,502,5.3
2018-01-01,Local authority,E12000005,West Midlands,E10000028,Staffordshire,15-hour entitlement,3 and 4-year-olds,627,3.4
2018-01-01,Local authority,E12000005,West Midlands,E10000028,Staffordshire,30-hour entitlement,3-year-olds,26,0.6
2018-01-01,Local authority,E12000005,West Midlands,E10000028,Staffordshire,30-hour entitlement,4-year-olds,15,1
2018-01-01,Local authority,E12000005,West Midlands,E10000028,Staffordshire,30-hour entitlement,3 and 4-year-olds,41,0.7
2018-01-01,Local authority,E12000005,West Midlands,E06000021,Stoke-on-Trent,15-hour entitlement,3-year-olds,245,7.7
2018-01-01,Local authority,E12000005,West Midlands,E06000021,Stoke-on-Trent,15-hour entitlement,4-year-olds,428,12.9
2018-01-01,Local authority,E12000005,West Midlands,E06000021,Stoke-on-Trent,15-hour entitlement,3 and 4-year-olds,673,10.4
2018-01-01,Local authority,E12000005,West Midlands,E06000021,Stoke-on-Trent,30-hour entitlement,3-year-olds,47,4.2
2018-01-01,Local authority,E12000005,West Midlands,E06000021,Stoke-on-Trent,30-hour entitlement,4-year-olds,22,5.6
2018-01-01,Local authority,E12000005,West Midlands,E06000021,Stoke-on-Trent,30-hour entitlement,3 and 4-year-olds,69,4.6
2018-01-01,Local authority,E12000005,West Midlands,E06000020,Telford and Wrekin,15-hour entitlement,3-year-olds,123,5.7
2018-01-01,Local authority,E12000005,West Midlands,E06000020,Telford and Wrekin,15-hour entitlement,4-year-olds,233,10
2018-01-01,Local authority,E12000005,West Midlands,E06000020,Telford and Wrekin,15-hour entitlement,3 and 4-year-olds,356,8
2018-01-01,Local authority,E12000005,West Midlands,E06000020,Telford and Wrekin,30-hour entitlement,3-year-olds,32,4
2018-01-01,Local authority,E12000005,West Midlands,E06000020,Telford and Wrekin,30-hour entitlement,4-year-olds,11,3.6
2018-01-01,Local authority,E12000005,West Midlands,E06000020,Telford and Wrekin,30-hour entitlement,3 and 4-year-olds,43,3.9
2018-01-01,Local authority,E12000005,West Midlands,E08000030,Walsall,15-hour entitlement,3-year-olds,168,4.8
2018-01-01,Local authority,E12000005,West Midlands,E08000030,Walsall,15-hour entitlement,4-year-olds,327,8.5
2018-01-01,Local authority,E12000005,West Midlands,E08000030,Walsall,15-hour entitlement,3 and 4-year-olds,495,6.8
2018-01-01,Local authority,E12000005,West Midlands,E08000030,Walsall,30-hour entitlement,3-year-olds,28,3.5
2018-01-01,Local authority,E12000005,West Midlands,E08000030,Walsall,30-hour entitlement,4-year-olds,13,4.3
2018-01-01,Local authority,E12000005,West Midlands,E08000030,Walsall,30-hour entitlement,3 and 4-year-olds,41,3.7
2018-01-01,Local authority,E12000005,West Midlands,E10000031,Warwickshire,15-hour entitlement,3-year-olds,166,2.6
2018-01-01,Local authority,E12000005,West Midlands,E10000031,Warwickshire,15-hour entitlement,4-year-olds,494,7.5
2018-01-01,Local authority,E12000005,West Midlands,E10000031,Warwickshire,15-hour entitlement,3 and 4-year-olds,660,5.1
2018-01-01,Local authority,E12000005,West Midlands,E10000031,Warwickshire,30-hour entitlement,3-year-olds,33,1.3
2018-01-01,Local authority,E12000005,West Midlands,E10000031,Warwickshire,30-hour entitlement,4-year-olds,27,2.7
2018-01-01,Local authority,E12000005,West Midlands,E10000031,Warwickshire,30-hour entitlement,3 and 4-year-olds,60,1.7
2018-01-01,Local authority,E12000005,West Midlands,E08000031,Wolverhampton,15-hour entitlement,3-year-olds,176,5.6
2018-01-01,Local authority,E12000005,West Midlands,E08000031,Wolverhampton,15-hour entitlement,4-year-olds,354,10.1
2018-01-01,Local authority,E12000005,West Midlands,E08000031,Wolverhampton,15-hour entitlement,3 and 4-year-olds,530,8
2018-01-01,Local authority,E12000005,West Midlands,E08000031,Wolverhampton,30-hour entitlement,3-year-olds,8,1.2
2018-01-01,Local authority,E12000005,West Midlands,E08000031,Wolverhampton,30-hour entitlement,4-year-olds,6,2.4
2018-01-01,Local authority,E12000005,West Midlands,E08000031,Wolverhampton,30-hour entitlement,3 and 4-year-olds,14,1.5
2018-01-01,Local authority,E12000005,West Midlands,E10000034,Worcestershire,15-hour entitlement,3-year-olds,491,8.1
2018-01-01,Local authority,E12000005,West Midlands,E10000034,Worcestershire,15-hour entitlement,4-year-olds,815,12.7
2018-01-01,Local authority,E12000005,West Midlands,E10000034,Worcestershire,15-hour entitlement,3 and 4-year-olds,1306,10.5
2018-01-01,Local authority,E12000005,West Midlands,E10000034,Worcestershire,30-hour entitlement,3-year-olds,156,5.5
2018-01-01,Local authority,E12000005,West Midlands,E10000034,Worcestershire,30-hour entitlement,4-year-olds,88,8.3
2018-01-01,Local authority,E12000005,West Midlands,E10000034,Worcestershire,30-hour entitlement,3 and 4-year-olds,244,6.3
2018-01-01,Local authority,E12000006,East of England,E06000055,Bedford,15-hour entitlement,3-year-olds,55,2.5
2018-01-01,Local authority,E12000006,East of England,E06000055,Bedford,15-hour entitlement,4-year-olds,161,7.1
2018-01-01,Local authority,E12000006,East of England,E06000055,Bedford,15-hour entitlement,3 and 4-year-olds,216,4.8
2018-01-01,Local authority,E12000006,East of England,E06000055,Bedford,30-hour entitlement,3-year-olds,7,0.9
2018-01-01,Local authority,E12000006,East of England,E06000055,Bedford,30-hour entitlement,4-year-olds,5,1.8
2018-01-01,Local authority,E12000006,East of England,E06000055,Bedford,30-hour entitlement,3 and 4-year-olds,12,1.1
2018-01-01,Local authority,E12000006,East of England,E10000003,Cambridgeshire,15-hour entitlement,3-year-olds,106,1.5
2018-01-01,Local authority,E12000006,East of England,E10000003,Cambridgeshire,15-hour entitlement,4-year-olds,419,5.7
2018-01-01,Local authority,E12000006,East of England,E10000003,Cambridgeshire,15-hour entitlement,3 and 4-year-olds,525,3.6
2018-01-01,Local authority,E12000006,East of England,E10000003,Cambridgeshire,30-hour entitlement,3-year-olds,20,0.8
2018-01-01,Local authority,E12000006,East of England,E10000003,Cambridgeshire,30-hour entitlement,4-year-olds,11,1.1
2018-01-01,Local authority,E12000006,East of England,E10000003,Cambridgeshire,30-hour entitlement,3 and 4-year-olds,31,0.9
2018-01-01,Local authority,E12000006,East of England,E06000056,Central Bedfordshire,15-hour entitlement,3-year-olds,140,4.2
2018-01-01,Local authority,E12000006,East of England,E06000056,Central Bedfordshire,15-hour entitlement,4-year-olds,314,8.8
2018-01-01,Local authority,E12000006,East of England,E06000056,Central Bedfordshire,15-hour entitlement,3 and 4-year-olds,454,6.6
2018-01-01,Local authority,E12000006,East of England,E06000056,Central Bedfordshire,30-hour entitlement,3-year-olds,31,2.4
2018-01-01,Local authority,E12000006,East of England,E06000056,Central Bedfordshire,30-hour entitlement,4-year-olds,24,4.9
2018-01-01,Local authority,E12000006,East of England,E06000056,Central Bedfordshire,30-hour entitlement,3 and 4-year-olds,55,3.1
2018-01-01,Local authority,E12000006,East of England,E10000012,Essex,15-hour entitlement,3-year-olds,379,2.2
2018-01-01,Local authority,E12000006,East of England,E10000012,Essex,15-hour entitlement,4-year-olds,1208,7.1
2018-01-01,Local authority,E12000006,East of England,E10000012,Essex,15-hour entitlement,3 and 4-year-olds,1587,4.7
2018-01-01,Local authority,E12000006,East of England,E10000012,Essex,30-hour entitlement,3-year-olds,73,1.5
2018-01-01,Local authority,E12000006,East of England,E10000012,Essex,30-hour entitlement,4-year-olds,52,3
2018-01-01,Local authority,E12000006,East of England,E10000012,Essex,30-hour entitlement,3 and 4-year-olds,125,1.9
2018-01-01,Local authority,E12000006,East of England,E10000015,Hertfordshire,15-hour entitlement,3-year-olds,605,4.3
2018-01-01,Local authority,E12000006,East of England,E10000015,Hertfordshire,15-hour entitlement,4-year-olds,1195,8.3
2018-01-01,Local authority,E12000006,East of England,E10000015,Hertfordshire,15-hour entitlement,3 and 4-year-olds,1800,6.3
2018-01-01,Local authority,E12000006,East of England,E10000015,Hertfordshire,30-hour entitlement,3-year-olds,103,2.1
2018-01-01,Local authority,E12000006,East of England,E10000015,Hertfordshire,30-hour entitlement,4-year-olds,60,3.2
2018-01-01,Local authority,E12000006,East of England,E10000015,Hertfordshire,30-hour entitlement,3 and 4-year-olds,163,2.4
2018-01-01,Local authority,E12000006,East of England,E06000032,Luton,15-hour entitlement,3-year-olds,91,2.9
2018-01-01,Local authority,E12000006,East of England,E06000032,Luton,15-hour entitlement,4-year-olds,319,9.8
2018-01-01,Local authority,E12000006,East of England,E06000032,Luton,15-hour entitlement,3 and 4-year-olds,410,6.4
2018-01-01,Local authority,E12000006,East of England,E06000032,Luton,30-hour entitlement,3-year-olds,16,2.4
2018-01-01,Local authority,E12000006,East of England,E06000032,Luton,30-hour entitlement,4-year-olds,15,6.2
2018-01-01,Local authority,E12000006,East of England,E06000032,Luton,30-hour entitlement,3 and 4-year-olds,31,3.4
2018-01-01,Local authority,E12000006,East of England,E10000020,Norfolk,15-hour entitlement,3-year-olds,197,2.1
2018-01-01,Local authority,E12000006,East of England,E10000020,Norfolk,15-hour entitlement,4-year-olds,737,7.7
2018-01-01,Local authority,E12000006,East of England,E10000020,Norfolk,15-hour entitlement,3 and 4-year-olds,934,4.9
2018-01-01,Local authority,E12000006,East of England,E10000020,Norfolk,30-hour entitlement,3-year-olds,30,1.1
2018-01-01,Local authority,E12000006,East of England,E10000020,Norfolk,30-hour entitlement,4-year-olds,20,1.9
2018-01-01,Local authority,E12000006,East of England,E10000020,Norfolk,30-hour entitlement,3 and 4-year-olds,50,1.3
2018-01-01,Local authority,E12000006,East of England,E06000031,Peterborough,15-hour entitlement,3-year-olds,70,2.5
2018-01-01,Local authority,E12000006,East of England,E06000031,Peterborough,15-hour entitlement,4-year-olds,207,6.7
2018-01-01,Local authority,E12000006,East of England,E06000031,Peterborough,15-hour entitlement,3 and 4-year-olds,277,4.7
2018-01-01,Local authority,E12000006,East of England,E06000031,Peterborough,30-hour entitlement,3-year-olds,14,1.5
2018-01-01,Local authority,E12000006,East of England,E06000031,Peterborough,30-hour entitlement,4-year-olds,9,2.4
2018-01-01,Local authority,E12000006,East of England,E06000031,Peterborough,30-hour entitlement,3 and 4-year-olds,23,1.8
2018-01-01,Local authority,E12000006,East of England,E06000033,Southend-on-Sea,15-hour entitlement,3-year-olds,64,3.1
2018-01-01,Local authority,E12000006,East of England,E06000033,Southend-on-Sea,15-hour entitlement,4-year-olds,136,6.4
2018-01-01,Local authority,E12000006,East of England,E06000033,Southend-on-Sea,15-hour entitlement,3 and 4-year-olds,200,4.8
2018-01-01,Local authority,E12000006,East of England,E06000033,Southend-on-Sea,30-hour entitlement,3-year-olds,11,1.9
2018-01-01,Local authority,E12000006,East of England,E06000033,Southend-on-Sea,30-hour entitlement,4-year-olds,6,3
2018-01-01,Local authority,E12000006,East of England,E06000033,Southend-on-Sea,30-hour entitlement,3 and 4-year-olds,17,2.2
2018-01-01,Local authority,E12000006,East of England,E10000029,Suffolk,15-hour entitlement,3-year-olds,257,3.3
2018-01-01,Local authority,E12000006,East of England,E10000029,Suffolk,15-hour entitlement,4-year-olds,506,6.3
2018-01-01,Local authority,E12000006,East of England,E10000029,Suffolk,15-hour entitlement,3 and 4-year-olds,763,4.8
2018-01-01,Local authority,E12000006,East of England,E10000029,Suffolk,30-hour entitlement,3-year-olds,48,2
2018-01-01,Local authority,E12000006,East of England,E10000029,Suffolk,30-hour entitlement,4-year-olds,30,3.2
2018-01-01,Local authority,E12000006,East of England,E10000029,Suffolk,30-hour entitlement,3 and 4-year-olds,78,2.4
2018-01-01,Local authority,E12000006,East of England,E06000034,Thurrock,15-hour entitlement,3-year-olds,66,2.9
2018-01-01,Local authority,E12000006,East of England,E06000034,Thurrock,15-hour entitlement,4-year-olds,153,6.5
2018-01-01,Local authority,E12000006,East of England,E06000034,Thurrock,15-hour entitlement,3 and 4-year-olds,219,4.7
2018-01-01,Local authority,E12000006,East of England,E06000034,Thurrock,30-hour entitlement,3-year-olds,13,2.2
2018-01-01,Local authority,E12000006,East of England,E06000034,Thurrock,30-hour entitlement,4-year-olds,7,3.1
2018-01-01,Local authority,E12000006,East of England,E06000034,Thurrock,30-hour entitlement,3 and 4-year-olds,20,2.4
2018-01-01,Local authority,E12000008,South East,E06000036,Bracknell Forest,15-hour entitlement,3-year-olds,17,1.2
2018-01-01,Local authority,E12000008,South East,E06000036,Bracknell Forest,15-hour entitlement,4-year-olds,81,5.8
2018-01-01,Local authority,E12000008,South East,E06000036,Bracknell Forest,15-hour entitlement,3 and 4-year-olds,98,3.5
2018-01-01,Local authority,E12000008,South East,E06000036,Bracknell Forest,30-hour entitlement,3-year-olds,3,0.5
2018-01-01,Local authority,E12000008,South East,E06000036,Bracknell Forest,30-hour entitlement,4-year-olds,3,1.6
2018-01-01,Local authority,E12000008,South East,E06000036,Bracknell Forest,30-hour entitlement,3 and 4-year-olds,6,0.8
2018-01-01,Local authority,E12000008,South East,E06000043,Brighton and Hove,15-hour entitlement,3-year-olds,107,3.9
2018-01-01,Local authority,E12000008,South East,E06000043,Brighton and Hove,15-hour entitlement,4-year-olds,219,8.2
2018-01-01,Local authority,E12000008,South East,E06000043,Brighton and Hove,15-hour entitlement,3 and 4-year-olds,326,6
2018-01-01,Local authority,E12000008,South East,E06000043,Brighton and Hove,30-hour entitlement,3-year-olds,24,2
2018-01-01,Local authority,E12000008,South East,E06000043,Brighton and Hove,30-hour entitlement,4-year-olds,19,4.5
2018-01-01,Local authority,E12000008,South East,E06000043,Brighton and Hove,30-hour entitlement,3 and 4-year-olds,43,2.7
2018-01-01,Local authority,E12000008,South East,E10000002,Buckinghamshire,15-hour entitlement,3-year-olds,292,4.7
2018-01-01,Local authority,E12000008,South East,E10000002,Buckinghamshire,15-hour entitlement,4-year-olds,489,7.8
2018-01-01,Local authority,E12000008,South East,E10000002,Buckinghamshire,15-hour entitlement,3 and 4-year-olds,781,6.3
2018-01-01,Local authority,E12000008,South East,E10000002,Buckinghamshire,30-hour entitlement,3-year-olds,59,3
2018-01-01,Local authority,E12000008,South East,E10000002,Buckinghamshire,30-hour entitlement,4-year-olds,29,3.6
2018-01-01,Local authority,E12000008,South East,E10000002,Buckinghamshire,30-hour entitlement,3 and 4-year-olds,88,3.2
2018-01-01,Local authority,E12000008,South East,E10000011,East Sussex,15-hour entitlement,3-year-olds,157,3
2018-01-01,Local authority,E12000008,South East,E10000011,East Sussex,15-hour entitlement,4-year-olds,372,6.6
2018-01-01,Local authority,E12000008,South East,E10000011,East Sussex,15-hour entitlement,3 and 4-year-olds,529,4.9
2018-01-01,Local authority,E12000008,South East,E10000011,East Sussex,30-hour entitlement,3-year-olds,31,2
2018-01-01,Local authority,E12000008,South East,E10000011,East Sussex,30-hour entitlement,4-year-olds,19,3
2018-01-01,Local authority,E12000008,South East,E10000011,East Sussex,30-hour entitlement,3 and 4-year-olds,50,2.2
2018-01-01,Local authority,E12000008,South East,E10000014,Hampshire,15-hour entitlement,3-year-olds,529,3.6
2018-01-01,Local authority,E12000008,South East,E10000014,Hampshire,15-hour entitlement,4-year-olds,1072,7
2018-01-01,Local authority,E12000008,South East,E10000014,Hampshire,15-hour entitlement,3 and 4-year-olds,1601,5.3
2018-01-01,Local authority,E12000008,South East,E10000014,Hampshire,30-hour entitlement,3-year-olds,150,2.5
2018-01-01,Local authority,E12000008,South East,E10000014,Hampshire,30-hour entitlement,4-year-olds,68,3
2018-01-01,Local authority,E12000008,South East,E10000014,Hampshire,30-hour entitlement,3 and 4-year-olds,218,2.6
2018-01-01,Local authority,E12000008,South East,E06000046,Isle of Wight,15-hour entitlement,3-year-olds,65,4.8
2018-01-01,Local authority,E12000008,South East,E06000046,Isle of Wight,15-hour entitlement,4-year-olds,99,7.5
2018-01-01,Local authority,E12000008,South East,E06000046,Isle of Wight,15-hour entitlement,3 and 4-year-olds,164,6.2
2018-01-01,Local authority,E12000008,South East,E06000046,Isle of Wight,30-hour entitlement,3-year-olds,15,3
2018-01-01,Local authority,E12000008,South East,E06000046,Isle of Wight,30-hour entitlement,4-year-olds,5,2.6
2018-01-01,Local authority,E12000008,South East,E06000046,Isle of Wight,30-hour entitlement,3 and 4-year-olds,20,2.9
2018-01-01,Local authority,E12000008,South East,E10000016,Kent,15-hour entitlement,3-year-olds,750,4.3
2018-01-01,Local authority,E12000008,South East,E10000016,Kent,15-hour entitlement,4-year-olds,1370,7.6
2018-01-01,Local authority,E12000008,South East,E10000016,Kent,15-hour entitlement,3 and 4-year-olds,2120,6
2018-01-01,Local authority,E12000008,South East,E10000016,Kent,30-hour entitlement,3-year-olds,141,2.8
2018-01-01,Local authority,E12000008,South East,E10000016,Kent,30-hour entitlement,4-year-olds,79,4.2
2018-01-01,Local authority,E12000008,South East,E10000016,Kent,30-hour entitlement,3 and 4-year-olds,220,3.1
2018-01-01,Local authority,E12000008,South East,E06000035,Medway,15-hour entitlement,3-year-olds,148,4.4
2018-01-01,Local authority,E12000008,South East,E06000035,Medway,15-hour entitlement,4-year-olds,347,10
2018-01-01,Local authority,E12000008,South East,E06000035,Medway,15-hour entitlement,3 and 4-year-olds,495,7.2
2018-01-01,Local authority,E12000008,South East,E06000035,Medway,30-hour entitlement,3-year-olds,14,1.5
2018-01-01,Local authority,E12000008,South East,E06000035,Medway,30-hour entitlement,4-year-olds,12,3.4
2018-01-01,Local authority,E12000008,South East,E06000035,Medway,30-hour entitlement,3 and 4-year-olds,26,2
2018-01-01,Local authority,E12000008,South East,E06000042,Milton Keynes,15-hour entitlement,3-year-olds,122,3.5
2018-01-01,Local authority,E12000008,South East,E06000042,Milton Keynes,15-hour entitlement,4-year-olds,311,8.1
2018-01-01,Local authority,E12000008,South East,E06000042,Milton Keynes,15-hour entitlement,3 and 4-year-olds,433,6
2018-01-01,Local authority,E12000008,South East,E06000042,Milton Keynes,30-hour entitlement,3-year-olds,21,1.8
2018-01-01,Local authority,E12000008,South East,E06000042,Milton Keynes,30-hour entitlement,4-year-olds,13,3.1
2018-01-01,Local authority,E12000008,South East,E06000042,Milton Keynes,30-hour entitlement,3 and 4-year-olds,34,2.1
2018-01-01,Local authority,E12000008,South East,E10000025,Oxfordshire,15-hour entitlement,3-year-olds,154,2
2018-01-01,Local authority,E12000008,South East,E10000025,Oxfordshire,15-hour entitlement,4-year-olds,439,5.7
2018-01-01,Local authority,E12000008,South East,E10000025,Oxfordshire,15-hour entitlement,3 and 4-year-olds,593,3.9
2018-01-01,Local authority,E12000008,South East,E10000025,Oxfordshire,30-hour entitlement,3-year-olds,29,1.1
2018-01-01,Local authority,E12000008,South East,E10000025,Oxfordshire,30-hour entitlement,4-year-olds,16,1.7
2018-01-01,Local authority,E12000008,South East,E10000025,Oxfordshire,30-hour entitlement,3 and 4-year-olds,45,1.3
2018-01-01,Local authority,E12000008,South East,E06000044,Portsmouth,15-hour entitlement,3-year-olds,86,3.4
2018-01-01,Local authority,E12000008,South East,E06000044,Portsmouth,15-hour entitlement,4-year-olds,221,8.5
2018-01-01,Local authority,E12000008,South East,E06000044,Portsmouth,15-hour entitlement,3 and 4-year-olds,307,6
2018-01-01,Local authority,E12000008,South East,E06000044,Portsmouth,30-hour entitlement,3-year-olds,14,1.4
2018-01-01,Local authority,E12000008,South East,E06000044,Portsmouth,30-hour entitlement,4-year-olds,13,3.6
2018-01-01,Local authority,E12000008,South East,E06000044,Portsmouth,30-hour entitlement,3 and 4-year-olds,27,2
2018-01-01,Local authority,E12000008,South East,E06000038,Reading,15-hour entitlement,3-year-olds,69,3.3
2018-01-01,Local authority,E12000008,South East,E06000038,Reading,15-hour entitlement,4-year-olds,185,8.6
2018-01-01,Local authority,E12000008,South East,E06000038,Reading,15-hour entitlement,3 and 4-year-olds,254,6
2018-01-01,Local authority,E12000008,South East,E06000038,Reading,30-hour entitlement,3-year-olds,13,1.9
2018-01-01,Local authority,E12000008,South East,E06000038,Reading,30-hour entitlement,4-year-olds,13,5.9
2018-01-01,Local authority,E12000008,South East,E06000038,Reading,30-hour entitlement,3 and 4-year-olds,26,2.9
2018-01-01,Local authority,E12000008,South East,E06000039,Slough,15-hour entitlement,3-year-olds,98,4.4
2018-01-01,Local authority,E12000008,South East,E06000039,Slough,15-hour entitlement,4-year-olds,234,9.7
2018-01-01,Local authority,E12000008,South East,E06000039,Slough,15-hour entitlement,3 and 4-year-olds,332,7.2
2018-01-01,Local authority,E12000008,South East,E06000039,Slough,30-hour entitlement,3-year-olds,16,3.1
2018-01-01,Local authority,E12000008,South East,E06000039,Slough,30-hour entitlement,4-year-olds,6,3.2
2018-01-01,Local authority,E12000008,South East,E06000039,Slough,30-hour entitlement,3 and 4-year-olds,22,3.1
2018-01-01,Local authority,E12000008,South East,E06000045,Southampton,15-hour entitlement,3-year-olds,111,3.9
2018-01-01,Local authority,E12000008,South East,E06000045,Southampton,15-hour entitlement,4-year-olds,394,13.5
2018-01-01,Local authority,E12000008,South East,E06000045,Southampton,15-hour entitlement,3 and 4-year-olds,505,8.7
2018-01-01,Local authority,E12000008,South East,E06000045,Southampton,30-hour entitlement,3-year-olds,19,2
2018-01-01,Local authority,E12000008,South East,E06000045,Southampton,30-hour entitlement,4-year-olds,9,2.4
2018-01-01,Local authority,E12000008,South East,E06000045,Southampton,30-hour entitlement,3 and 4-year-olds,28,2.1
2018-01-01,Local authority,E12000008,South East,E10000030,Surrey,15-hour entitlement,3-year-olds,929,6.8
2018-01-01,Local authority,E12000008,South East,E10000030,Surrey,15-hour entitlement,4-year-olds,1134,8.1
2018-01-01,Local authority,E12000008,South East,E10000030,Surrey,15-hour entitlement,3 and 4-year-olds,2063,7.5
2018-01-01,Local authority,E12000008,South East,E10000030,Surrey,30-hour entitlement,3-year-olds,191,4.9
2018-01-01,Local authority,E12000008,South East,E10000030,Surrey,30-hour entitlement,4-year-olds,90,6.3
2018-01-01,Local authority,E12000008,South East,E10000030,Surrey,30-hour entitlement,3 and 4-year-olds,281,5.3
2018-01-01,Local authority,E12000008,South East,E06000037,West Berkshire,15-hour entitlement,3-year-olds,42,2.3
2018-01-01,Local authority,E12000008,South East,E06000037,West Berkshire,15-hour entitlement,4-year-olds,88,4.7
2018-01-01,Local authority,E12000008,South East,E06000037,West Berkshire,15-hour entitlement,3 and 4-year-olds,130,3.5
2018-01-01,Local authority,E12000008,South East,E06000037,West Berkshire,30-hour entitlement,3-year-olds,10,1.5
2018-01-01,Local authority,E12000008,South East,E06000037,West Berkshire,30-hour entitlement,4-year-olds,4,1.5
2018-01-01,Local authority,E12000008,South East,E06000037,West Berkshire,30-hour entitlement,3 and 4-year-olds,14,1.5
2018-01-01,Local authority,E12000008,South East,E10000032,West Sussex,15-hour entitlement,3-year-olds,368,4.1
2018-01-01,Local authority,E12000008,South East,E10000032,West Sussex,15-hour entitlement,4-year-olds,674,7.1
2018-01-01,Local authority,E12000008,South East,E10000032,West Sussex,15-hour entitlement,3 and 4-year-olds,1042,5.6
2018-01-01,Local authority,E12000008,South East,E10000032,West Sussex,30-hour entitlement,3-year-olds,106,3
2018-01-01,Local authority,E12000008,South East,E10000032,West Sussex,30-hour entitlement,4-year-olds,49,3.6
2018-01-01,Local authority,E12000008,South East,E10000032,West Sussex,30-hour entitlement,3 and 4-year-olds,155,3.2
2018-01-01,Local authority,E12000008,South East,E06000040,Windsor and Maidenhead,15-hour entitlement,3-year-olds,34,1.9
2018-01-01,Local authority,E12000008,South East,E06000040,Windsor and Maidenhead,15-hour entitlement,4-year-olds,100,5.6
2018-01-01,Local authority,E12000008,South East,E06000040,Windsor and Maidenhead,15-hour entitlement,3 and 4-year-olds,134,3.8
2018-01-01,Local authority,E12000008,South East,E06000040,Windsor and Maidenhead,30-hour entitlement,3-year-olds,0,0
2018-01-01,Local authority,E12000008,South East,E06000040,Windsor and Maidenhead,30-hour entitlement,4-year-olds,1,0.6
2018-01-01,Local authority,E12000008,South East,E06000040,Windsor and Maidenhead,30-hour entitlement,3 and 4-year-olds,1,0.1
2018-01-01,Local authority,E12000008,South East,E06000041,Wokingham,15-hour entitlement,3-year-olds,70,3.4
2018-01-01,Local authority,E12000008,South East,E06000041,Wokingham,15-hour entitlement,4-year-olds,157,7.2
2018-01-01,Local authority,E12000008,South East,E06000041,Wokingham,15-hour entitlement,3 and 4-year-olds,227,5.4
2018-01-01,Local authority,E12000008,South East,E06000041,Wokingham,30-hour entitlement,3-year-olds,15,2.3
2018-01-01,Local authority,E12000008,South East,E06000041,Wokingham,30-hour entitlement,4-year-olds,9,3.9
2018-01-01,Local authority,E12000008,South East,E06000041,Wokingham,30-hour entitlement,3 and 4-year-olds,24,2.7
2018-01-01,Local authority,E12000009,South West,E06000022,Bath and North East Somerset,15-hour entitlement,3-year-olds,106,5.7
2018-01-01,Local authority,E12000009,South West,E06000022,Bath and North East Somerset,15-hour entitlement,4-year-olds,186,9.2
2018-01-01,Local authority,E12000009,South West,E06000022,Bath and North East Somerset,15-hour entitlement,3 and 4-year-olds,292,7.5
2018-01-01,Local authority,E12000009,South West,E06000022,Bath and North East Somerset,30-hour entitlement,3-year-olds,46,5.7
2018-01-01,Local authority,E12000009,South West,E06000022,Bath and North East Somerset,30-hour entitlement,4-year-olds,21,6.7
2018-01-01,Local authority,E12000009,South West,E06000022,Bath and North East Somerset,30-hour entitlement,3 and 4-year-olds,67,6
2018-01-01,Local authority,E12000009,South West,E06000028,Bournemouth,15-hour entitlement,3-year-olds,110,5.5
2018-01-01,Local authority,E12000009,South West,E06000028,Bournemouth,15-hour entitlement,4-year-olds,215,10
2018-01-01,Local authority,E12000009,South West,E06000028,Bournemouth,15-hour entitlement,3 and 4-year-olds,325,7.8
2018-01-01,Local authority,E12000009,South West,E06000028,Bournemouth,30-hour entitlement,3-year-olds,34,3.9
2018-01-01,Local authority,E12000009,South West,E06000028,Bournemouth,30-hour entitlement,4-year-olds,12,3.4
