time_period,geographic_level,region_code,region_name,new_la_code,la_name,entitlement_type,age,number_children_sen,percentage_children_sen
2023-01-01,Local authority,E12000008,South East,E10000014,Hampshire,15-hour entitlement,4-year-olds,1298,8.9
2023-01-01,Local authority,E12000008,South East,E10000014,Hampshire,15-hour entitlement,3 and 4-year-olds,2106,7.5
2023-01-01,Local authority,E12000008,South East,E10000014,Hampshire,30-hour entitlement,3-year-olds,330,4.5
2023-01-01,Local authority,E12000008,South East,E10000014,Hampshire,30-hour entitlement,4-year-olds,135,4.7
2023-01-01,Local authority,E12000008,South East,E10000014,Hampshire,30-hour entitlement,3 and 4-year-olds,465,4.5
2023-01-01,Local authority,E12000008,South East,E06000046,Isle of Wight,15-hour entitlement,3-year-olds,24,2.4
2023-01-01,Local authority,E12000008,South East,E06000046,Isle of Wight,15-hour entitlement,4-year-olds,98,8.7
2023-01-01,Local authority,E12000008,South East,E06000046,Isle of Wight,15-hour entitlement,3 and 4-year-olds,122,5.7
2023-01-01,Local authority,E12000008,South East,E06000046,Isle of Wight,30-hour entitlement,3-year-olds,7,1.3
2023-01-01,Local authority,E12000008,South East,E06000046,Isle of Wight,30-hour entitlement,4-year-olds,10,4.7
2023-01-01,Local authority,E12000008,South East,E06000046,Isle of Wight,30-hour entitlement,3 and 4-year-olds,17,2.3
2023-01-01,Local authority,E12000008,South East,E10000016,Kent,15-hour entitlement,3-year-olds,263,1.6
2023-01-01,Local authority,E12000008,South East,E10000016,Kent,15-hour entitlement,4-year-olds,1397,7.7
2023-01-01,Local authority,E12000008,South East,E10000016,Kent,15-hour entitlement,3 and 4-year-olds,1660,4.8
2023-01-01,Local authority,E12000008,South East,E10000016,Kent,30-hour entitlement,3-year-olds,52,0.8
2023-01-01,Local authority,E12000008,South East,E10000016,Kent,30-hour entitlement,4-year-olds,33,1.2
2023-01-01,Local authority,E12000008,South East,E10000016,Kent,30-hour entitlement,3 and 4-year-olds,85,0.9
2023-01-01,Local authority,E12000008,South East,E06000035,Medway,15-hour entitlement,3-year-olds,109,3.4
2023-01-01,Local authority,E12000008,South East,E06000035,Medway,15-hour entitlement,4-year-olds,371,10.7
2023-01-01,Local authority,E12000008,South East,E06000035,Medway,15-hour entitlement,3 and 4-year-olds,480,7.2
2023-01-01,Local authority,E12000008,South East,E06000035,Medway,30-hour entitlement,3-year-olds,28,2.1
2023-01-01,Local authority,E12000008,South East,E06000035,Medway,30-hour entitlement,4-year-olds,16,3
2023-01-01,Local authority,E12000008,South East,E06000035,Medway,30-hour entitlement,3 and 4-year-olds,44,2.3
2023-01-01,Local authority,E12000008,South East,E06000042,Milton Keynes,15-hour entitlement,3-year-olds,86,2.6
2023-01-01,Local authority,E12000008,South East,E06000042,Milton Keynes,15-hour entitlement,4-year-olds,301,8.2
2023-01-01,Local authority,E12000008,South East,E06000042,Milton Keynes,15-hour entitlement,3 and 4-year-olds,387,5.5
2023-01-01,Local authority,E12000008,South East,E06000042,Milton Keynes,30-hour entitlement,3-year-olds,25,1.7
2023-01-01,Local authority,E12000008,South East,E06000042,Milton Keynes,30-hour entitlement,4-year-olds,9,1.5
2023-01-01,Local authority,E12000008,South East,E06000042,Milton Keynes,30-hour entitlement,3 and 4-year-olds,34,1.7
2023-01-01,Local authority,E12000008,South East,E10000025,Oxfordshire,15-hour entitlement,3-year-olds,526,7.3
2023-01-01,Local authority,E12000008,South East,E10000025,Oxfordshire,15-hour entitlement,4-year-olds,759,10
2023-01-01,Local authority,E12000008,South East,E10000025,Oxfordshire,15-hour entitlement,3 and 4-year-olds,1285,8.7
2023-01-01,Local authority,E12000008,South East,E10000025,Oxfordshire,30-hour entitlement,3-year-olds,189,5.2
2023-01-01,Local authority,E12000008,South East,E10000025,Oxfordshire,30-hour entitlement,4-year-olds,90,6.8
2023-01-01,Local authority,E12000008,South East,E10000025,Oxfordshire,30-hour entitlement,3 and 4-year-olds,279,5.6
2023-01-01,Local authority,E12000008,South East,E06000044,Portsmouth,15-hour entitlement,3-year-olds,39,1.8
2023-01-01,Local authority,E12000008,South East,E06000044,Portsmouth,15-hour entitlement,4-year-olds,229,10.2
2023-01-01,Local authority,E12000008,South East,E06000044,Portsmouth,15-hour entitlement,3 and 4-year-olds,268,6.1
2023-01-01,Local authority,E12000008,South East,E06000044,Portsmouth,30-hour entitlement,3-year-olds,5,0.5
2023-01-01,Local authority,E12000008,South East,E06000044,Portsmouth,30-hour entitlement,4-year-olds,3,0.8
2023-01-01,Local authority,E12000008,South East,E06000044,Portsmouth,30-hour entitlement,3 and 4-year-olds,8,0.6
2023-01-01,Local authority,E12000008,South East,E06000038,Reading,15-hour entitlement,3-year-olds,104,5.7
2023-01-01,Local authority,E12000008,South East,E06000038,Reading,15-hour entitlement,4-year-olds,196,10.5
2023-01-01,Local authority,E12000008,South East,E06000038,Reading,15-hour entitlement,3 and 4-year-olds,300,8.1
2023-01-01,Local authority,E12000008,South East,E06000038,Reading,30-hour entitlement,3-year-olds,31,4.5
2023-01-01,Local authority,E12000008,South East,E06000038,Reading,30-hour entitlement,4-year-olds,22,8.8
2023-01-01,Local authority,E12000008,South East,E06000038,Reading,30-hour entitlement,3 and 4-year-olds,53,5.7
2023-01-01,Local authority,E12000008,South East,E06000039,Slough,15-hour entitlement,3-year-olds,116,5.9
2023-01-01,Local authority,E12000008,South East,E06000039,Slough,15-hour entitlement,4-year-olds,242,10.5
2023-01-01,Local authority,E12000008,South East,E06000039,Slough,15-hour entitlement,3 and 4-year-olds,358,8.4
2023-01-01,Local authority,E12000008,South East,E06000039,Slough,30-hour entitlement,3-year-olds,18,3.4
2023-01-01,Local authority,E12000008,South East,E06000039,Slough,30-hour entitlement,4-year-olds,12,5.5
2023-01-01,Local authority,E12000008,South East,E06000039,Slough,30-hour entitlement,3 and 4-year-olds,30,4
2023-01-01,Local authority,E12000008,South East,E06000045,Southampton,15-hour entitlement,3-year-olds,33,1.3
2023-01-01,Local authority,E12000008,South East,E06000045,Southampton,15-hour entitlement,4-year-olds,280,10.5
2023-01-01,Local authority,E12000008,South East,E06000045,Southampton,15-hour entitlement,3 and 4-year-olds,313,6.1
2023-01-01,Local authority,E12000008,South East,E06000045,Southampton,30-hour entitlement,3-year-olds,4,0.4
2023-01-01,Local authority,E12000008,South East,E06000045,Southampton,30-hour entitlement,4-year-olds,4,1
2023-01-01,Local authority,E12000008,South East,E06000045,Southampton,30-hour entitlement,3 and 4-year-olds,8,0.5
2023-01-01,Local authority,E12000008,South East,E10000030,Surrey,15-hour entitlement,3-year-olds,1223,9.8
2023-01-01,Local authority,E12000008,South East,E10000030,Surrey,15-hour entitlement,4-year-olds,1494,11.1
2023-01-01,Local authority,E12000008,South East,E10000030,Surrey,15-hour entitlement,3 and 4-year-olds,2717,10.5
2023-01-01,Local authority,E12000008,South East,E10000030,Surrey,30-hour entitlement,3-year-olds,429,8.3
2023-01-01,Local authority,E12000008,South East,E10000030,Surrey,30-hour entitlement,4-year-olds,189,9.5
2023-01-01,Local authority,E12000008,South East,E10000030,Surrey,30-hour entitlement,3 and 4-year-olds,618,8.6
2023-01-01,Local authority,E12000008,South East,E06000037,West Berkshire,15-hour entitlement,3-year-olds,52,3.3
2023-01-01,Local authority,E12000008,South East,E06000037,West Berkshire,15-hour entitlement,4-year-olds,106,6.3
2023-01-01,Local authority,E12000008,South East,E06000037,West Berkshire,15-hour entitlement,3 and 4-year-olds,158,4.8
2023-01-01,Local authority,E12000008,South East,E06000037,West Berkshire,30-hour entitlement,3-year-olds,17,2.1
2023-01-01,Local authority,E12000008,South East,E06000037,West Berkshire,30-hour entitlement,4-year-olds,6,2
2023-01-01,Local authority,E12000008,South East,E06000037,West Berkshire,30-hour entitlement,3 and 4-year-olds,23,2.1
2023-01-01,Local authority,E12000008,South East,E10000032,West Sussex,15-hour entitlement,3-year-olds,384,4.5
2023-01-01,Local authority,E12000008,South East,E10000032,West Sussex,15-hour entitlement,4-year-olds,832,9
2023-01-01,Local authority,E12000008,South East,E10000032,West Sussex,15-hour entitlement,3 and 4-year-olds,1216,6.9
2023-01-01,Local authority,E12000008,South East,E10000032,West Sussex,30-hour entitlement,3-year-olds,155,3.6
2023-01-01,Local authority,E12000008,South East,E10000032,West Sussex,30-hour entitlement,4-year-olds,65,3.9
2023-01-01,Local authority,E12000008,South East,E10000032,West Sussex,30-hour entitlement,3 and 4-year-olds,220,3.7
2023-01-01,Local authority,E12000008,South East,E06000040,Windsor and Maidenhead,15-hour entitlement,3-year-olds,38,2.4
2023-01-01,Local authority,E12000008,South East,E06000040,Windsor and Maidenhead,15-hour entitlement,4-year-olds,122,7.1
2023-01-01,Local authority,E12000008,South East,E06000040,Windsor and Maidenhead,15-hour entitlement,3 and 4-year-olds,160,4.8
2023-01-01,Local authority,E12000008,South East,E06000040,Windsor and Maidenhead,30-hour entitlement,3-year-olds,9,1.4
2023-01-01,Local authority,E12000008,South East,E06000040,Windsor and Maidenhead,30-hour entitlement,4-year-olds,9,3.4
2023-01-01,Local authority,E12000008,South East,E06000040,Windsor and Maidenhead,30-hour entitlement,3 and 4-year-olds,18,2
2023-01-01,Local authority,E12000008,South East,E06000041,Wokingham,15-hour entitlement,3-year-olds,143,7.6
2023-01-01,Local authority,E12000008,South East,E06000041,Wokingham,15-hour entitlement,4-year-olds,218,10.2
2023-01-01,Local authority,E12000008,South East,E06000041,Wokingham,15-hour entitlement,3 and 4-year-olds,361,9
2023-01-01,Local authority,E12000008,South East,E06000041,Wokingham,30-hour entitlement,3-year-olds,52,6.2
2023-01-01,Local authority,E12000008,South East,E06000041,Wokingham,30-hour entitlement,4-year-olds,29,8
2023-01-01,Local authority,E12000008,South East,E06000041,Wokingham,30-hour entitlement,3 and 4-year-olds,81,6.8
2023-01-01,Local authority,E12000009,South West,E06000022,Bath and North East Somerset,15-hour entitlement,3-year-olds,162,9.1
2023-01-01,Local authority,E12000009,South West,E06000022,Bath and North East Somerset,15-hour entitlement,4-year-olds,202,11
2023-01-01,Local authority,E12000009,South West,E06000022,Bath and North East Somerset,15-hour entitlement,3 and 4-year-olds,364,10
2023-01-01,Local authority,E12000009,South West,E06000022,Bath and North East Somerset,30-hour entitlement,3-year-olds,63,6.7
2023-01-01,Local authority,E12000009,South West,E06000022,Bath and North East Somerset,30-hour entitlement,4-year-olds,29,7.7
2023-01-01,Local authority,E12000009,South West,E06000022,Bath and North East Somerset,30-hour entitlement,3 and 4-year-olds,92,7
2023-01-01,Local authority,E12000009,South West,E06000058,"Bournemouth, Christchurch and Poole",15-hour entitlement,3-year-olds,317,9.7
2023-01-01,Local authority,E12000009,South West,E06000058,"Bournemouth, Christchurch and Poole",15-hour entitlement,4-year-olds,489,13.2
2023-01-01,Local authority,E12000009,South West,E06000058,"Bournemouth, Christchurch and Poole",15-hour entitlement,3 and 4-year-olds,806,11.5
2023-01-01,Local authority,E12000009,South West,E06000058,"Bournemouth, Christchurch and Poole",30-hour entitlement,3-year-olds,137,7.8
2023-01-01,Local authority,E12000009,South West,E06000058,"Bournemouth, Christchurch and Poole",30-hour entitlement,4-year-olds,77,10.8
2023-01-01,Local authority,E12000009,South West,E06000058,"Bournemouth, Christchurch and Poole",30-hour entitlement,3 and 4-year-olds,214,8.6
2023-01-01,Local authority,E12000009,South West,E06000023,"Bristol, City of",15-hour entitlement,3-year-olds,296,6.3
2023-01-01,Local authority,E12000009,South West,E06000023,"Bristol, City of",15-hour entitlement,4-year-olds,515,10.4
2023-01-01,Local authority,E12000009,South West,E06000023,"Bristol, City of",15-hour entitlement,3 and 4-year-olds,811,8.4
2023-01-01,Local authority,E12000009,South West,E06000023,"Bristol, City of",30-hour entitlement,3-year-olds,101,4.4
2023-01-01,Local authority,E12000009,South West,E06000023,"Bristol, City of",30-hour entitlement,4-year-olds,61,6.2
2023-01-01,Local authority,E12000009,South West,E06000023,"Bristol, City of",30-hour entitlement,3 and 4-year-olds,162,5
2023-01-01,Local authority,E12000009,South West,E06000052,Cornwall,15-hour entitlement,3-year-olds,218,4.4
2023-01-01,Local authority,E12000009,South West,E06000052,Cornwall,15-hour entitlement,4-year-olds,522,10
2023-01-01,Local authority,E12000009,South West,E06000052,Cornwall,15-hour entitlement,3 and 4-year-olds,740,7.3
2023-01-01,Local authority,E12000009,South West,E06000052,Cornwall,30-hour entitlement,3-year-olds,97,3.5
2023-01-01,Local authority,E12000009,South West,E06000052,Cornwall,30-hour entitlement,4-year-olds,45,4.5
2023-01-01,Local authority,E12000009,South West,E06000052,Cornwall,30-hour entitlement,3 and 4-year-olds,142,3.7
2023-01-01,Local authority,E12000009,South West,E10000008,Devon,15-hour entitlement,3-year-olds,311,4.4
2023-01-01,Local authority,E12000009,South West,E10000008,Devon,15-hour entitlement,4-year-olds,658,8.7
2023-01-01,Local authority,E12000009,South West,E10000008,Devon,15-hour entitlement,3 and 4-year-olds,969,6.6
2023-01-01,Local authority,E12000009,South West,E10000008,Devon,30-hour entitlement,3-year-olds,152,3.9
2023-01-01,Local authority,E12000009,South West,E10000008,Devon,30-hour entitlement,4-year-olds,68,4.4
2023-01-01,Local authority,E12000009,South West,E10000008,Devon,30-hour entitlement,3 and 4-year-olds,220,4.1
2023-01-01,Local authority,E12000009,South West,E06000059,Dorset,15-hour entitlement,3-year-olds,63,2.2
2023-01-01,Local authority,E12000009,South West,E06000059,Dorset,15-hour entitlement,4-year-olds,312,9.8
2023-01-01,Local authority,E12000009,South West,E06000059,Dorset,15-hour entitlement,3 and 4-year-olds,375,6.2
2023-01-01,Local authority,E12000009,South West,E06000059,Dorset,30-hour entitlement,3-year-olds,33,2.2
2023-01-01,Local authority,E12000009,South West,E06000059,Dorset,30-hour entitlement,4-year-olds,10,1.7
2023-01-01,Local authority,E12000009,South West,E06000059,Dorset,30-hour entitlement,3 and 4-year-olds,43,2.1
2023-01-01,Local authority,E12000009,South West,E10000013,Gloucestershire,15-hour entitlement,3-year-olds,83,1.3
2023-01-01,Local authority,E12000009,South West,E10000013,Gloucestershire,15-hour entitlement,4-year-olds,541,8
2023-01-01,Local authority,E12000009,South West,E10000013,Gloucestershire,15-hour entitlement,3 and 4-year-olds,624,4.8
2023-01-01,Local authority,E12000009,South West,E10000013,Gloucestershire,30-hour entitlement,3-year-olds,32,1
2023-01-01,Local authority,E12000009,South West,E10000013,Gloucestershire,30-hour entitlement,4-year-olds,22,1.6
2023-01-01,Local authority,E12000009,South West,E10000013,Gloucestershire,30-hour entitlement,3 and 4-year-olds,54,1.1
2023-01-01,Local authority,E12000009,South West,E06000053,Isles of Scilly,15-hour entitlement,3-year-olds,0,0
2023-01-01,Local authority,E12000009,South West,E06000053,Isles of Scilly,15-hour entitlement,4-year-olds,0,0
2023-01-01,Local authority,E12000009,South West,E06000053,Isles of Scilly,15-hour entitlement,3 and 4-year-olds,0,0
2023-01-01,Local authority,E12000009,South West,E06000053,Isles of Scilly,30-hour entitlement,3-year-olds,0,0
2023-01-01,Local authority,E12000009,South West,E06000053,Isles of Scilly,30-hour entitlement,4-year-olds,0,0
2023-01-01,Local authority,E12000009,South West,E06000053,Isles of Scilly,30-hour entitlement,3 and 4-year-olds,0,0
2023-01-01,Local authority,E12000009,South West,E06000024,North Somerset,15-hour entitlement,3-year-olds,61,3
2023-01-01,Local authority,E12000009,South West,E06000024,North Somerset,15-hour entitlement,4-year-olds,139,6.2
2023-01-01,Local authority,E12000009,South West,E06000024,North Somerset,15-hour entitlement,3 and 4-year-olds,200,4.7
2023-01-01,Local authority,E12000009,South West,E06000024,North Somerset,30-hour entitlement,3-year-olds,17,1.4
2023-01-01,Local authority,E12000009,South West,E06000024,North Somerset,30-hour entitlement,4-year-olds,18,4.1
2023-01-01,Local authority,E12000009,South West,E06000024,North Somerset,30-hour entitlement,3 and 4-year-olds,35,2.2
2023-01-01,Local authority,E12000009,South West,E06000026,Plymouth,15-hour entitlement,3-year-olds,108,4.3
2023-01-01,Local authority,E12000009,South West,E06000026,Plymouth,15-hour entitlement,4-year-olds,312,11.8
2023-01-01,Local authority,E12000009,South West,E06000026,Plymouth,15-hour entitlement,3 and 4-year-olds,420,8.2
2023-01-01,Local authority,E12000009,South West,E06000026,Plymouth,30-hour entitlement,3-year-olds,29,2.3
2023-01-01,Local authority,E12000009,South West,E06000026,Plymouth,30-hour entitlement,4-year-olds,25,5
2023-01-01,Local authority,E12000009,South West,E06000026,Plymouth,30-hour entitlement,3 and 4-year-olds,54,3
2023-01-01,Local authority,E12000009,South West,E10000027,Somerset,15-hour entitlement,3-year-olds,62,1.2
2023-01-01,Local authority,E12000009,South West,E10000027,Somerset,15-hour entitlement,4-year-olds,403,7.3
2023-01-01,Local authority,E12000009,South West,E10000027,Somerset,15-hour entitlement,3 and 4-year-olds,465,4.3
2023-01-01,Local authority,E12000009,South West,E10000027,Somerset,30-hour entitlement,3-year-olds,20,0.7
2023-01-01,Local authority,E12000009,South West,E10000027,Somerset,30-hour entitlement,4-year-olds,16,1.5
2023-01-01,Local authority,E12000009,South West,E10000027,Somerset,30-hour entitlement,3 and 4-year-olds,36,0.9
2023-01-01,Local authority,E12000009,South West,E06000025,South Gloucestershire,15-hour entitlement,3-year-olds,55,1.8
2023-01-01,Local authority,E12000009,South West,E06000025,South Gloucestershire,15-hour entitlement,4-year-olds,234,7.1
2023-01-01,Local authority,E12000009,South West,E06000025,South Gloucestershire,15-hour entitlement,3 and 4-year-olds,289,4.5
2023-01-01,Local authority,E12000009,South West,E06000025,South Gloucestershire,30-hour entitlement,3-year-olds,20,1.1
2023-01-01,Local authority,E12000009,South West,E06000025,South Gloucestershire,30-hour entitlement,4-year-olds,13,1.8
2023-01-01,Local authority,E12000009,South West,E06000025,South Gloucestershire,30-hour entitlement,3 and 4-year-olds,33,1.3
2023-01-01,Local authority,E12000009,South West,E06000030,Swindon,15-hour entitlement,3-year-olds,84,3.2
2023-01-01,Local authority,E12000009,South West,E06000030,Swindon,15-hour entitlement,4-year-olds,225,8.4
2023-01-01,Local authority,E12000009,South West,E06000030,Swindon,15-hour entitlement,3 and 4-year-olds,309,5.9
2023-01-01,Local authority,E12000009,South West,E06000030,Swindon,30-hour entitlement,3-year-olds,21,1.7
2023-01-01,Local authority,E12000009,South West,E06000030,Swindon,30-hour entitlement,4-year-olds,10,2
2023-01-01,Local authority,E12000009,South West,E06000030,Swindon,30-hour entitlement,3 and 4-year-olds,31,1.8
2023-01-01,Local authority,E12000009,South West,E06000027,Torbay,15-hour entitlement,3-year-olds,71,5.9
2023-01-01,Local authority,E12000009,South West,E06000027,Torbay,15-hour entitlement,4-year-olds,128,10.5
2023-01-01,Local authority,E12000009,South West,E06000027,Torbay,15-hour entitlement,3 and 4-year-olds,199,8.2
2023-01-01,Local authority,E12000009,South West,E06000027,Torbay,30-hour entitlement,3-year-olds,28,4.6
2023-01-01,Local authority,E12000009,South West,E06000027,Torbay,30-hour entitlement,4-year-olds,8,3.5
2023-01-01,Local authority,E12000009,South West,E06000027,Torbay,30-hour entitlement,3 and 4-year-olds,36,4.3
2023-01-01,Local authority,E12000009,South West,E06000054,Wiltshire,15-hour entitlement,3-year-olds,231,4.4
2023-01-01,Local authority,E12000009,South West,E06000054,Wiltshire,15-hour entitlement,4-year-olds,522,9.7
2023-01-01,Local authority,E12000009,South West,E06000054,Wiltshire,15-hour entitlement,3 and 4-year-olds,753,7
2023-01-01,Local authority,E12000009,South West,E06000054,Wiltshire,30-hour entitlement,3-year-olds,82,2.8
2023-01-01,Local authority,E12000009,South West,E06000054,Wiltshire,30-hour entitlement,4-year-olds,48,4
2023-01-01,Local authority,E12000009,South West,E06000054,Wiltshire,30-hour entitlement,3 and 4-year-olds,130,3.1
2023-01-01,Local authority,E13000001,Inner London,E09000007,Camden,15-hour entitlement,3-year-olds,164,10.4
2023-01-01,Local authority,E13000001,Inner London,E09000007,Camden,15-hour entitlement,4-year-olds,227,14.6
2023-01-01,Local authority,E13000001,Inner London,E09000007,Camden,15-hour entitlement,3 and 4-year-olds,391,12.5
2023-01-01,Local authority,E13000001,Inner London,E09000007,Camden,30-hour entitlement,3-year-olds,28,7.7
2023-01-01,Local authority,E13000001,Inner London,E09000007,Camden,30-hour entitlement,4-year-olds,14,9.4
2023-01-01,Local authority,E13000001,Inner London,E09000007,Camden,30-hour entitlement,3 and 4-year-olds,42,8.2
2023-01-01,Local authority,E13000001,Inner London,E09000001,City of London,15-hour entitlement,3-year-olds,3,5
2023-01-01,Local authority,E13000001,Inner London,E09000001,City of London,15-hour entitlement,4-year-olds,9,20.9
2023-01-01,Local authority,E13000001,Inner London,E09000001,City of London,15-hour entitlement,3 and 4-year-olds,12,11.7
2023-01-01,Local authority,E13000001,Inner London,E09000001,City of London,30-hour entitlement,3-year-olds,1,4.8
2023-01-01,Local authority,E13000001,Inner London,E09000001,City of London,30-hour entitlement,4-year-olds,0,0
2023-01-01,Local authority,E13000001,Inner London,E09000001,City of London,30-hour entitlement,3 and 4-year-olds,1,3.2
2023-01-01,Local authority,E13000001,Inner London,E09000012,Hackney,15-hour entitlement,3-year-olds,200,6.6
2023-01-01,Local authority,E13000001,Inner London,E09000012,Hackney,15-hour entitlement,4-year-olds,397,12.1
2023-01-01,Local authority,E13000001,Inner London,E09000012,Hackney,15-hour entitlement,3 and 4-year-olds,597,9.5
2023-01-01,Local authority,E13000001,Inner London,E09000012,Hackney,30-hour entitlement,3-year-olds,73,5.9
2023-01-01,Local authority,E13000001,Inner London,E09000012,Hackney,30-hour entitlement,4-year-olds,54,6.2
2023-01-01,Local authority,E13000001,Inner London,E09000012,Hackney,30-hour entitlement,3 and 4-year-olds,127,6
2023-01-01,Local authority,E13000001,Inner London,E09000013,Hammersmith and Fulham,15-hour entitlement,3-year-olds,109,7.6
2023-01-01,Local authority,E13000001,Inner London,E09000013,Hammersmith and Fulham,15-hour entitlement,4-year-olds,186,12.4
2023-01-01,Local authority,E13000001,Inner London,E09000013,Hammersmith and Fulham,15-hour entitlement,3 and 4-year-olds,295,10
2023-01-01,Local authority,E13000001,Inner London,E09000013,Hammersmith and Fulham,30-hour entitlement,3-year-olds,24,7.7
2023-01-01,Local authority,E13000001,Inner London,E09000013,Hammersmith and Fulham,30-hour entitlement,4-year-olds,9,6.6
2023-01-01,Local authority,E13000001,Inner London,E09000013,Hammersmith and Fulham,30-hour entitlement,3 and 4-year-olds,33,7.4
2023-01-01,Local authority,E13000001,Inner London,E09000014,Haringey,15-hour entitlement,3-year-olds,183,7.3
2023-01-01,Local authority,E13000001,Inner London,E09000014,Haringey,15-hour entitlement,4-year-olds,301,10.7
2023-01-01,Local authority,E13000001,Inner London,E09000014,Haringey,15-hour entitlement,3 and 4-year-olds,484,9.1
2023-01-01,Local authority,E13000001,Inner London,E09000014,Haringey,30-hour entitlement,3-year-olds,43,4.8
2023-01-01,Local authority,E13000001,Inner London,E09000014,Haringey,30-hour entitlement,4-year-olds,28,7.3
2023-01-01,Local authority,E13000001,Inner London,E09000014,Haringey,30-hour entitlement,3 and 4-year-olds,71,5.5
2023-01-01,Local authority,E13000001,Inner London,E09000019,Islington,15-hour entitlement,3-year-olds,150,8
2023-01-01,Local authority,E13000001,Inner London,E09000019,Islington,15-hour entitlement,4-year-olds,295,15.7
2023-01-01,Local authority,E13000001,Inner London,E09000019,Islington,15-hour entitlement,3 and 4-year-olds,445,11.8
2023-01-01,Local authority,E13000001,Inner London,E09000019,Islington,30-hour entitlement,3-year-olds,36,6.8
2023-01-01,Local authority,E13000001,Inner London,E09000019,Islington,30-hour entitlement,4-year-olds,22,12.3
2023-01-01,Local authority,E13000001,Inner London,E09000019,Islington,30-hour entitlement,3 and 4-year-olds,58,8.2
2023-01-01,Local authority,E13000001,Inner London,E09000020,Kensington and Chelsea,15-hour entitlement,3-year-olds,81,6.2
2023-01-01,Local authority,E13000001,Inner London,E09000020,Kensington and Chelsea,15-hour entitlement,4-year-olds,114,8.6
2023-01-01,Local authority,E13000001,Inner London,E09000020,Kensington and Chelsea,15-hour entitlement,3 and 4-year-olds,195,7.4
2023-01-01,Local authority,E13000001,Inner London,E09000020,Kensington and Chelsea,30-hour entitlement,3-year-olds,24,12.2
2023-01-01,Local authority,E13000001,Inner London,E09000020,Kensington and Chelsea,30-hour entitlement,4-year-olds,9,9.7
2023-01-01,Local authority,E13000001,Inner London,E09000020,Kensington and Chelsea,30-hour entitlement,3 and 4-year-olds,33,11.4
2023-01-01,Local authority,E13000001,Inner London,E09000022,Lambeth,15-hour entitlement,3-year-olds,128,4.9
2023-01-01,Local authority,E13000001,Inner London,E09000022,Lambeth,15-hour entitlement,4-year-olds,263,9.7
2023-01-01,Local authority,E13000001,Inner London,E09000022,Lambeth,15-hour entitlement,3 and 4-year-olds,391,7.4
2023-01-01,Local authority,E13000001,Inner London,E09000022,Lambeth,30-hour entitlement,3-year-olds,38,3.7
2023-01-01,Local authority,E13000001,Inner London,E09000022,Lambeth,30-hour entitlement,4-year-olds,20,5.2
2023-01-01,Local authority,E13000001,Inner London,E09000022,Lambeth,30-hour entitlement,3 and 4-year-olds,58,4.1
2023-01-01,Local authority,E13000001,Inner London,E09000023,Lewisham,15-hour entitlement,3-year-olds,199,6.5
2023-01-01,Local authority,E13000001,Inner London,E09000023,Lewisham,15-hour entitlement,4-year-olds,362,11.2
2023-01-01,Local authority,E13000001,Inner London,E09000023,Lewisham,15-hour entitlement,3 and 4-year-olds,561,8.9
2023-01-01,Local authority,E13000001,Inner London,E09000023,Lewisham,30-hour entitlement,3-year-olds,68,5.3
2023-01-01,Local authority,E13000001,Inner London,E09000023,Lewisham,30-hour entitlement,4-year-olds,41,8.4
2023-01-01,Local authority,E13000001,Inner London,E09000023,Lewisham,30-hour entitlement,3 and 4-year-olds,109,6.2
2023-01-01,Local authority,E13000001,Inner London,E09000025,Newham,15-hour entitlement,3-year-olds,260,6
2023-01-01,Local authority,E13000001,Inner London,E09000025,Newham,15-hour entitlement,4-year-olds,500,10.7
2023-01-01,Local authority,E13000001,Inner London,E09000025,Newham,15-hour entitlement,3 and 4-year-olds,760,8.5
2023-01-01,Local authority,E13000001,Inner London,E09000025,Newham,30-hour entitlement,3-year-olds,55,5.3
2023-01-01,Local authority,E13000001,Inner London,E09000025,Newham,30-hour entitlement,4-year-olds,24,5.6
2023-01-01,Local authority,E13000001,Inner London,E09000025,Newham,30-hour entitlement,3 and 4-year-olds,79,5.4
2023-01-01,Local authority,E13000001,Inner London,E09000028,Southwark,15-hour entitlement,3-year-olds,269,10.2
2023-01-01,Local authority,E13000001,Inner London,E09000028,Southwark,15-hour entitlement,4-year-olds,406,14
2023-01-01,Local authority,E13000001,Inner London,E09000028,Southwark,15-hour entitlement,3 and 4-year-olds,675,12.2
2023-01-01,Local authority,E13000001,Inner London,E09000028,Southwark,30-hour entitlement,3-year-olds,68,7.9
2023-01-01,Local authority,E13000001,Inner London,E09000028,Southwark,30-hour entitlement,4-year-olds,37,10.4
2023-01-01,Local authority,E13000001,Inner London,E09000028,Southwark,30-hour entitlement,3 and 4-year-olds,105,8.7
2023-01-01,Local authority,E13000001,Inner London,E09000030,Tower Hamlets,15-hour entitlement,3-year-olds,318,10.2
2023-01-01,Local authority,E13000001,Inner London,E09000030,Tower Hamlets,15-hour entitlement,4-year-olds,508,15.2
2023-01-01,Local authority,E13000001,Inner London,E09000030,Tower Hamlets,15-hour entitlement,3 and 4-year-olds,826,12.8
2023-01-01,Local authority,E13000001,Inner London,E09000030,Tower Hamlets,30-hour entitlement,3-year-olds,58,7.8
2023-01-01,Local authority,E13000001,Inner London,E09000030,Tower Hamlets,30-hour entitlement,4-year-olds,24,7.9
2023-01-01,Local authority,E13000001,Inner London,E09000030,Tower Hamlets,30-hour entitlement,3 and 4-year-olds,82,7.8
