time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,entitlement_type,pvi_provider_type_group,pvi_provider_type,number_providers,number_providers_graduate_staff,percentage_providers_graduate_staff,number_children,number_children_providers_graduate_staff,percentage_children_providers_graduate_staff
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,15-hour entitlement,Total,Total,131,43,33,3875,1572,41
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,15-hour entitlement,Total,Total,179,25,14,3050,483,16
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,15-hour entitlement,Total,Total,145,49,34,2097,967,46
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,15-hour entitlement,Total,Total,685,337,49,13913,8853,64
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,15-hour entitlement,Total,Total,108,31,29,2428,1028,42
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,15-hour entitlement,Total,Total,101,26,26,2122,931,44
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,15-hour entitlement,Total,Total,96,29,30,1912,682,36
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,15-hour entitlement,Total,Total,344,145,42,7762,4390,57
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,15-hour entitlement,Total,Total,79,19,24,2034,718,35
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,15-hour entitlement,Total,Total,387,175,45,7750,4648,60
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,15-hour entitlement,Total,Total,102,26,25,2064,873,42
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,15-hour entitlement,Total,Total,484,120,25,8956,3567,40
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,15-hour entitlement,Total,Total,183,60,33,2509,1581,63
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,15-hour entitlement,Total,Total,977,324,33,22265,10365,47
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,15-hour entitlement,Total,Total,773,290,38,12716,6472,51
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,15-hour entitlement,Total,Total,122,43,35,3519,1820,52
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,15-hour entitlement,Total,Total,557,163,29,11177,4946,44
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,874,E06000031,Peterborough,15-hour entitlement,Total,Total,169,45,27,4533,1735,38
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,882,E06000033,Southend-on-Sea,15-hour entitlement,Total,Total,124,31,25,2553,804,31
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,935,E10000029,Suffolk,15-hour entitlement,Total,Total,424,161,38,9693,4848,50
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,883,E06000034,Thurrock,15-hour entitlement,Total,Total,104,26,25,2652,1112,42
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,867,E06000036,Bracknell Forest,15-hour entitlement,Total,Total,78,26,33,1306,631,48
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,846,E06000043,Brighton and Hove,15-hour entitlement,Total,Total,138,84,61,3742,2803,75
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,825,E10000002,Buckinghamshire,15-hour entitlement,Total,Total,381,141,37,6862,3337,49
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,845,E10000011,East Sussex,15-hour entitlement,Total,Total,266,117,44,7124,3993,56
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,850,E10000014,Hampshire,15-hour entitlement,Total,Total,1085,290,27,21325,8628,40
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,921,E06000046,Isle of Wight,15-hour entitlement,Total,Total,74,27,36,2078,995,48
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,886,E10000016,Kent,15-hour entitlement,Total,Total,1015,388,38,24005,13331,56
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,887,E06000035,Medway,15-hour entitlement,Total,Total,156,45,29,3767,1701,45
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,826,E06000042,Milton Keynes,15-hour entitlement,Total,Total,192,65,34,4231,1834,43
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,931,E10000025,Oxfordshire,15-hour entitlement,Total,Total,424,163,38,7933,3960,50
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,851,E06000044,Portsmouth,15-hour entitlement,Total,Total,140,51,36,3658,2012,55
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,870,E06000038,Reading,15-hour entitlement,Total,Total,80,29,36,1867,886,47
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,871,E06000039,Slough,15-hour entitlement,Total,Total,61,15,25,1477,620,42
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,852,E06000045,Southampton,15-hour entitlement,Total,Total,162,59,36,3998,2356,59
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,936,E10000030,Surrey,15-hour entitlement,Total,Total,840,335,40,16628,9714,58
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,869,E06000037,West Berkshire,15-hour entitlement,Total,Total,104,40,38,1986,1078,54
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,938,E10000032,West Sussex,15-hour entitlement,Total,Total,591,225,38,12939,6824,53
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,868,E06000040,Windsor and Maidenhead,15-hour entitlement,Total,Total,107,43,40,1953,1187,61
2019,Reporting year,Local authority,E92000001,England,E12000008,South East,872,E06000041,Wokingham,15-hour entitlement,Total,Total,111,49,44,2309,1507,65
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,800,E06000022,Bath and North East Somerset,15-hour entitlement,Total,Total,133,49,37,2581,1462,57
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,837,E06000028,Bournemouth,15-hour entitlement,Total,Total,136,49,36,2944,1496,51
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,801,E06000023,"Bristol, City of",15-hour entitlement,Total,Total,237,74,31,5017,2724,54
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,908,E06000052,Cornwall,15-hour entitlement,Total,Total,406,171,42,6929,3803,55
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,878,E10000008,Devon,15-hour entitlement,Total,Total,523,237,45,8846,5243,59
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,835,E10000009,Dorset,15-hour entitlement,Total,Total,276,105,38,5278,2780,53
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,916,E10000013,Gloucestershire,15-hour entitlement,Total,Total,512,26,5,9987,692,7
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,420,E06000053,Isles of Scilly,15-hour entitlement,Total,Total,3,0,0,5,0,0
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,802,E06000024,North Somerset,15-hour entitlement,Total,Total,179,65,36,3038,1739,57
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,879,E06000026,Plymouth,15-hour entitlement,Total,Total,132,56,42,3621,2216,61
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,836,E06000029,Poole,15-hour entitlement,Total,Total,108,38,35,2335,1390,60
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,933,E10000027,Somerset,15-hour entitlement,Total,Total,389,157,40,7542,4245,56
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,803,E06000025,South Gloucestershire,15-hour entitlement,Total,Total,221,75,34,4906,2741,56
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,866,E06000030,Swindon,15-hour entitlement,Total,Total,185,38,21,2969,1268,43
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,880,E06000027,Torbay,15-hour entitlement,Total,Total,83,20,24,1406,800,57
2019,Reporting year,Local authority,E92000001,England,E12000009,South West,865,E06000054,Wiltshire,15-hour entitlement,Total,Total,447,166,37,7405,4058,55
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,202,E09000007,Camden,15-hour entitlement,Total,Total,96,52,54,2118,1579,75
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,201,E09000001,City of London,15-hour entitlement,Total,Total,5,1,20,50,17,34
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,204,E09000012,Hackney,15-hour entitlement,Total,Total,148,59,40,4424,1936,44
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,205,E09000013,Hammersmith and Fulham,15-hour entitlement,Total,Total,83,52,63,1637,1257,77
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,309,E09000014,Haringey,15-hour entitlement,Total,Total,118,53,45,2229,1197,54
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,206,E09000019,Islington,15-hour entitlement,Total,Total,94,54,57,1655,1403,85
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,207,E09000020,Kensington and Chelsea,15-hour entitlement,Total,Total,64,47,73,1541,1293,84
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,208,E09000022,Lambeth,15-hour entitlement,Total,Total,148,94,64,2934,2207,75
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,209,E09000023,Lewisham,15-hour entitlement,Total,Total,162,65,40,3534,1861,53
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,316,E09000025,Newham,15-hour entitlement,Total,Total,116,24,21,2720,758,28
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,210,E09000028,Southwark,15-hour entitlement,Total,Total,142,61,43,2562,1509,59
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,211,E09000030,Tower Hamlets,15-hour entitlement,Total,Total,91,42,46,2244,1355,60
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,212,E09000032,Wandsworth,15-hour entitlement,Total,Total,x,x,x,x,x,x
2019,Reporting year,Local authority,E92000001,England,E13000001,Inner London,213,E09000033,Westminster,15-hour entitlement,Total,Total,74,40,54,1373,855,62
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,301,E09000002,Barking and Dagenham,15-hour entitlement,Total,Total,99,26,26,3665,1408,38
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,302,E09000003,Barnet,15-hour entitlement,Total,Total,182,108,59,3589,2281,64
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,303,E09000004,Bexley,15-hour entitlement,Total,Total,184,44,24,3127,1387,44
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,304,E09000005,Brent,15-hour entitlement,Total,Total,149,67,45,3421,2007,59
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,305,E09000006,Bromley,15-hour entitlement,Total,Total,250,92,37,6034,3287,54
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,306,E09000008,Croydon,15-hour entitlement,Total,Total,216,59,27,5168,2167,42
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,307,E09000009,Ealing,15-hour entitlement,Total,Total,167,91,54,3401,2157,63
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,308,E09000010,Enfield,15-hour entitlement,Total,Total,179,74,41,3911,2253,58
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,203,E09000011,Greenwich,15-hour entitlement,Total,Total,166,55,33,2797,1368,49
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,310,E09000015,Harrow,15-hour entitlement,Total,Total,142,75,53,3409,2431,71
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,311,E09000016,Havering,15-hour entitlement,Total,Total,164,38,23,3900,1171,30
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,312,E09000017,Hillingdon,15-hour entitlement,Total,Total,148,57,39,2843,1702,60
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,313,E09000018,Hounslow,15-hour entitlement,Total,Total,152,47,31,3161,1445,46
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,314,E09000021,Kingston upon Thames,15-hour entitlement,Total,Total,89,42,47,1746,1226,70
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,315,E09000024,Merton,15-hour entitlement,Total,Total,108,56,52,1758,1179,67
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,317,E09000026,Redbridge,15-hour entitlement,Total,Total,138,53,38,4005,1516,38
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,318,E09000027,Richmond upon Thames,15-hour entitlement,Total,Total,150,76,51,3013,1927,64
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,319,E09000029,Sutton,15-hour entitlement,Total,Total,102,27,26,2125,820,39
2019,Reporting year,Local authority,E92000001,England,E13000002,Outer London,320,E09000031,Waltham Forest,15-hour entitlement,Total,Total,125,52,42,2674,1707,64
2019,Reporting year,National,E92000001,England,,,,,,30-hour entitlement,Total,Total,30391,10637,35,262185,137269,52
2019,Reporting year,National,E92000001,England,,,,,,30-hour entitlement,Private and voluntary providers,Total,17003,8135,48,224217,123800,55
2019,Reporting year,National,E92000001,England,,,,,,30-hour entitlement,Private and voluntary providers,Day nurseries,10170,5414,53,167839,98229,59
2019,Reporting year,National,E92000001,England,,,,,,30-hour entitlement,Private and voluntary providers,Playgroups and pre-schools,5583,2196,39,44841,19400,43
2019,Reporting year,National,E92000001,England,,,,,,30-hour entitlement,Private and voluntary providers,Nurseries,472,263,56,6048,3499,58
2019,Reporting year,National,E92000001,England,,,,,,30-hour entitlement,Other,Family/combined/integrated centres,2,1,50,25,4,16
2019,Reporting year,National,E92000001,England,,,,,,30-hour entitlement,Private and voluntary providers,Sure start children's centres - main centre site,34,20,59,467,343,73
2019,Reporting year,National,E92000001,England,,,,,,30-hour entitlement,Private and voluntary providers,Sure start children's centres - linked provider,239,99,41,2077,961,46
2019,Reporting year,National,E92000001,England,,,,,,30-hour entitlement,Private and voluntary providers,Other private or voluntary providers,503,142,28,2920,1364,47
2019,Reporting year,National,E92000001,England,,,,,,30-hour entitlement,Independent schools,Independent schools,375,300,80,4590,3454,75
2019,Reporting year,National,E92000001,England,,,,,,30-hour entitlement,Local authority day nurseries,Local authority day nurseries,359,196,55,3974,2259,57
2019,Reporting year,National,E92000001,England,,,,,,30-hour entitlement,Other,Other,687,413,60,6750,4398,65
2019,Reporting year,National,E92000001,England,,,,,,30-hour entitlement,Childminders,Childminders,11967,1593,13,22654,3358,15
2019,Reporting year,Regional,E92000001,England,E12000001,North East,,,,30-hour entitlement,Total,Total,1318,428,32,10586,5749,54
2019,Reporting year,Regional,E92000001,England,E12000002,North West,,,,30-hour entitlement,Total,Total,3905,1509,39,38619,23743,61
2019,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,30-hour entitlement,Total,Total,3160,1048,33,26306,13766,52
2019,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,30-hour entitlement,Total,Total,2782,914,33,24991,12516,50
2019,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,30-hour entitlement,Total,Total,2930,1080,37,27870,14183,51
2019,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,30-hour entitlement,Total,Total,3835,1169,30,29206,13729,47
2019,Reporting year,Regional,E92000001,England,E12000007,London,,,,30-hour entitlement,Total,Total,3430,1387,40,26296,13500,51
2019,Reporting year,Regional,E92000001,England,E12000008,South East,,,,30-hour entitlement,Total,Total,5485,1868,34,46545,23903,51
2019,Reporting year,Regional,E92000001,England,E12000009,South West,,,,30-hour entitlement,Total,Total,3546,1234,35,31766,16180,51
2019,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,30-hour entitlement,Total,Total,883,456,52,6533,3672,56
2019,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,30-hour entitlement,Total,Total,2547,931,37,19763,9828,50
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,30-hour entitlement,Total,Total,55,20,36,571,326,57
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,30-hour entitlement,Total,Total,247,77,31,2062,1172,57
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,30-hour entitlement,Total,Total,86,32,37,1111,628,57
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,30-hour entitlement,Total,Total,46,7,15,257,88,34
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,30-hour entitlement,Total,Total,74,9,12,537,106,20
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,30-hour entitlement,Total,Total,121,46,38,1088,626,58
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,30-hour entitlement,Total,Total,126,41,33,1137,708,62
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,30-hour entitlement,Total,Total,184,94,51,1310,830,63
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,30-hour entitlement,Total,Total,97,29,30,479,236,49
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,30-hour entitlement,Total,Total,59,18,31,441,244,55
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,30-hour entitlement,Total,Total,128,22,17,869,377,43
2019,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,30-hour entitlement,Total,Total,95,33,35,724,408,56
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,30-hour entitlement,Total,Total,90,32,36,713,328,46
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,30-hour entitlement,Total,Total,61,27,44,639,376,59
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,30-hour entitlement,Total,Total,127,49,39,1380,908,66
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,30-hour entitlement,Total,Total,113,47,42,1056,619,59
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,30-hour entitlement,Total,Total,234,122,52,2422,1775,73
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,30-hour entitlement,Total,Total,206,97,47,2146,1541,72
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,909,E10000006,Cumbria,30-hour entitlement,Total,Total,214,67,31,2136,909,43
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,30-hour entitlement,Total,Total,83,13,16,772,264,34
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,30-hour entitlement,Total,Total,68,25,37,801,464,58
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,30-hour entitlement,Total,Total,763,321,42,7870,5349,68
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,30-hour entitlement,Total,Total,195,87,45,2219,1538,69
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,30-hour entitlement,Total,Total,174,64,37,1004,510,51
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,30-hour entitlement,Total,Total,110,36,33,1080,576,53
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,30-hour entitlement,Total,Total,123,37,30,1065,482,45
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,30-hour entitlement,Total,Total,131,45,34,992,502,51
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,30-hour entitlement,Total,Total,105,41,39,1410,907,64
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,30-hour entitlement,Total,Total,74,29,39,931,579,62
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,30-hour entitlement,Total,Total,223,77,35,1939,1200,62
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,30-hour entitlement,Total,Total,150,37,25,1157,605,52
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,30-hour entitlement,Total,Total,194,71,37,1582,1011,64
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,30-hour entitlement,Total,Total,147,52,35,1575,948,60
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,30-hour entitlement,Total,Total,145,53,37,1871,999,53
2019,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,30-hour entitlement,Total,Total,175,80,46,1859,1353,73
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,30-hour entitlement,Total,Total,138,42,30,1128,559,50
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,30-hour entitlement,Total,Total,315,83,26,2243,859,38
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,30-hour entitlement,Total,Total,134,76,57,1237,988,80
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,30-hour entitlement,Total,Total,194,50,26,1212,623,51
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,30-hour entitlement,Total,Total,197,69,35,1928,1005,52
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",30-hour entitlement,Total,Total,101,30,30,909,311,34
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,30-hour entitlement,Total,Total,291,85,29,2419,1145,47
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,30-hour entitlement,Total,Total,503,162,32,4185,2203,53
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,30-hour entitlement,Total,Total,55,22,40,601,349,58
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,30-hour entitlement,Total,Total,92,26,28,830,378,46
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,30-hour entitlement,Total,Total,395,135,34,3300,1770,54
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,30-hour entitlement,Total,Total,156,21,13,907,293,32
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,30-hour entitlement,Total,Total,228,110,48,2484,1558,63
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,30-hour entitlement,Total,Total,207,78,38,1621,899,55
2019,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,30-hour entitlement,Total,Total,154,59,38,1302,826,63
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,30-hour entitlement,Total,Total,130,44,34,1263,624,49
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,30-hour entitlement,Total,Total,444,108,24,3752,1450,39
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,30-hour entitlement,Total,Total,140,57,41,1299,656,51
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,30-hour entitlement,Total,Total,484,198,41,4709,2772,59
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,30-hour entitlement,Total,Total,489,170,35,4296,2247,52
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,928,E10000021,Northamptonshire,30-hour entitlement,Total,Total,454,169,37,4057,2177,54
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,30-hour entitlement,Total,Total,101,50,50,888,551,62
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,30-hour entitlement,Total,Total,507,111,22,4494,1941,43
2019,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,30-hour entitlement,Total,Total,33,7,21,233,98,42
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,30-hour entitlement,Total,Total,463,181,39,4215,2129,51
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,30-hour entitlement,Total,Total,176,38,22,1460,629,43
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,30-hour entitlement,Total,Total,137,23,17,1258,288,23
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",30-hour entitlement,Total,Total,101,57,56,1028,818,80
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,30-hour entitlement,Total,Total,129,43,33,1189,493,41
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,30-hour entitlement,Total,Total,166,23,14,1420,179,13
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,30-hour entitlement,Total,Total,143,42,29,1131,465,41
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,30-hour entitlement,Total,Total,611,297,49,6081,3733,61
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,30-hour entitlement,Total,Total,88,28,32,568,257,45
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,30-hour entitlement,Total,Total,96,26,27,939,371,40
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,30-hour entitlement,Total,Total,85,27,32,698,291,42
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,30-hour entitlement,Total,Total,297,119,40,3340,1915,57
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,30-hour entitlement,Total,Total,85,16,19,748,265,35
2019,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,30-hour entitlement,Total,Total,353,160,45,3795,2350,62
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,30-hour entitlement,Total,Total,98,25,26,812,354,44
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,873,E10000003,Cambridgeshire,30-hour entitlement,Total,Total,468,107,23,3643,1559,43
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,823,E06000056,Central Bedfordshire,30-hour entitlement,Total,Total,211,64,30,1368,793,58
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,881,E10000012,Essex,30-hour entitlement,Total,Total,869,295,34,7110,3455,49
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,919,E10000015,Hertfordshire,30-hour entitlement,Total,Total,847,280,33,5630,2640,47
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,821,E06000032,Luton,30-hour entitlement,Total,Total,108,39,36,713,374,52
2019,Reporting year,Local authority,E92000001,England,E12000006,East of England,926,E10000020,Norfolk,30-hour entitlement,Total,Total,505,139,28,3723,1805,48
