time_period,time_identifier,geographic_level,country_code,country_name,region_code,region_name,old_la_code,new_la_code,la_name,entitlement_type,pvi_provider_type_group,pvi_provider_type,number_providers,number_providers_graduate_staff,percentage_providers_graduate_staff,number_children,number_children_providers_graduate_staff,percentage_children_providers_graduate_staff
2024,Reporting year,National,E92000001,England,,,,,,15-hour entitlement,Total,Total,30577,11321,37,600602,303369,51
2024,Reporting year,National,E92000001,England,,,,,,15-hour entitlement,Private and voluntary providers,Total,17431,8248,47,518750,260564,50
2024,Reporting year,National,E92000001,England,,,,,,15-hour entitlement,Private and voluntary providers,Early years childcare providers,17131,8145,48,512870,257847,50
2024,Reporting year,National,E92000001,England,,,,,,15-hour entitlement,Private and voluntary providers,Sure start children's centres,173,70,40,5101,2322,46
2024,Reporting year,National,E92000001,England,,,,,,15-hour entitlement,Private and voluntary providers,Other private or voluntary providers,127,33,26,779,395,51
2024,Reporting year,National,E92000001,England,,,,,,15-hour entitlement,Local authority day nurseries,Local authority day nurseries,274,153,56,9866,5747,58
2024,Reporting year,National,E92000001,England,,,,,,15-hour entitlement,State-funded governor-run,State-funded governor-run,807,495,61,17843,10487,59
2024,Reporting year,National,E92000001,England,,,,,,15-hour entitlement,Other,Other,52,17,33,1583,389,25
2024,Reporting year,National,E92000001,England,,,,,,15-hour entitlement,Independent schools,Independent schools,807,678,84,25767,21244,82
2024,Reporting year,National,E92000001,England,,,,,,15-hour entitlement,Childminders,Childminders,11206,1730,15,26793,4938,18
2024,Reporting year,National,E92000001,England,,,,,,30-hour entitlement,Total,Total,28022,10323,37,273046,140763,52
2024,Reporting year,National,E92000001,England,,,,,,30-hour entitlement,Private and voluntary providers,Total,16426,7823,48,235509,126319,54
2024,Reporting year,National,E92000001,England,,,,,,30-hour entitlement,Private and voluntary providers,Early years childcare providers,16162,7730,48,233101,125161,54
2024,Reporting year,National,E92000001,England,,,,,,30-hour entitlement,Private and voluntary providers,Sure start children's centres,150,64,43,1921,918,48
2024,Reporting year,National,E92000001,England,,,,,,30-hour entitlement,Private and voluntary providers,Other private or voluntary providers,114,29,25,487,240,49
2024,Reporting year,National,E92000001,England,,,,,,30-hour entitlement,Local authority day nurseries,Local authority day nurseries,223,130,58,2685,1529,57
2024,Reporting year,National,E92000001,England,,,,,,30-hour entitlement,State-funded governor-run,State-funded governor-run,735,456,62,8123,4963,61
2024,Reporting year,National,E92000001,England,,,,,,30-hour entitlement,Other,Other,52,17,33,763,204,27
2024,Reporting year,National,E92000001,England,,,,,,30-hour entitlement,Independent schools,Independent schools,441,346,78,6039,4282,71
2024,Reporting year,National,E92000001,England,,,,,,30-hour entitlement,Childminders,Childminders,10145,1551,15,19927,3466,17
2024,Reporting year,Regional,E92000001,England,E12000001,North East,,,,15-hour entitlement,Total,Total,1030,413,40,18804,11147,59
2024,Reporting year,Regional,E92000001,England,E12000001,North East,,,,30-hour entitlement,Total,Total,993,389,39,9604,5762,60
2024,Reporting year,Regional,E92000001,England,E12000002,North West,,,,15-hour entitlement,Total,Total,3726,1449,39,76942,42467,55
2024,Reporting year,Regional,E92000001,England,E12000002,North West,,,,30-hour entitlement,Total,Total,3408,1391,41,37953,22133,58
2024,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,15-hour entitlement,Total,Total,2944,1064,36,53425,28220,53
2024,Reporting year,Regional,E92000001,England,E12000003,Yorkshire and The Humber,,,,30-hour entitlement,Total,Total,2764,1005,36,26425,14841,56
2024,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,15-hour entitlement,Total,Total,2695,956,35,52526,25447,48
2024,Reporting year,Regional,E92000001,England,E12000004,East Midlands,,,,30-hour entitlement,Total,Total,2503,901,36,26093,13462,52
2024,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,15-hour entitlement,Total,Total,2865,1138,40,62759,31370,50
2024,Reporting year,Regional,E92000001,England,E12000005,West Midlands,,,,30-hour entitlement,Total,Total,2652,1060,40,28287,14933,53
2024,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,15-hour entitlement,Total,Total,3817,1238,32,73031,32678,45
2024,Reporting year,Regional,E92000001,England,E12000006,East of England,,,,30-hour entitlement,Total,Total,3565,1132,32,32704,14931,46
2024,Reporting year,Regional,E92000001,England,E12000007,London,,,,15-hour entitlement,Total,Total,4433,1917,43,86457,45669,53
2024,Reporting year,Regional,E92000001,England,E12000007,London,,,,30-hour entitlement,Total,Total,3699,1593,43,28064,13815,49
2024,Reporting year,Regional,E92000001,England,E12000008,South East,,,,15-hour entitlement,Total,Total,5711,2008,35,113795,56668,50
2024,Reporting year,Regional,E92000001,England,E12000008,South East,,,,30-hour entitlement,Total,Total,5313,1790,34,50887,24945,49
2024,Reporting year,Regional,E92000001,England,E12000009,South West,,,,15-hour entitlement,Total,Total,3356,1138,34,62863,29703,47
2024,Reporting year,Regional,E92000001,England,E12000009,South West,,,,30-hour entitlement,Total,Total,3125,1062,34,33029,15941,48
2024,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,15-hour entitlement,Total,Total,1498,733,49,28517,16444,58
2024,Reporting year,Regional,E92000001,England,E13000001,Inner London,,,,30-hour entitlement,Total,Total,1078,560,52,7330,3837,52
2024,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,15-hour entitlement,Total,Total,2935,1184,40,57940,29225,50
2024,Reporting year,Regional,E92000001,England,E13000002,Outer London,,,,30-hour entitlement,Total,Total,2621,1033,39,20734,9978,48
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,15-hour entitlement,Total,Total,199,97,49,3895,2732,70
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,840,E06000047,County Durham,30-hour entitlement,Total,Total,188,90,48,2020,1404,70
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,15-hour entitlement,Total,Total,43,19,44,951,614,65
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,841,E06000005,Darlington,30-hour entitlement,Total,Total,45,19,42,514,321,62
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,15-hour entitlement,Total,Total,72,25,35,1785,930,52
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,390,E08000037,Gateshead,30-hour entitlement,Total,Total,67,26,39,876,488,56
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,15-hour entitlement,Total,Total,33,9,27,330,233,71
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,805,E06000001,Hartlepool,30-hour entitlement,Total,Total,42,8,19,230,137,60
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,15-hour entitlement,Total,Total,52,1,2,1099,14,1
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,806,E06000002,Middlesbrough,30-hour entitlement,Total,Total,53,1,2,441,8,2
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,15-hour entitlement,Total,Total,111,54,49,2731,1848,68
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,391,E08000021,Newcastle upon Tyne,30-hour entitlement,Total,Total,96,48,50,1079,808,75
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,15-hour entitlement,Total,Total,99,38,38,1550,771,50
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,392,E08000022,North Tyneside,30-hour entitlement,Total,Total,107,41,38,1145,622,54
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,15-hour entitlement,Total,Total,157,79,50,2358,1560,66
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,929,E06000057,Northumberland,30-hour entitlement,Total,Total,139,76,55,1285,887,69
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,15-hour entitlement,Total,Total,61,20,33,513,305,59
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,807,E06000003,Redcar and Cleveland,30-hour entitlement,Total,Total,70,20,29,413,207,50
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,15-hour entitlement,Total,Total,51,15,29,1049,457,44
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,393,E08000023,South Tyneside,30-hour entitlement,Total,Total,26,9,35,340,158,46
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,15-hour entitlement,Total,Total,85,31,36,1271,767,60
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,808,E06000004,Stockton-on-Tees,30-hour entitlement,Total,Total,92,28,30,645,335,52
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,15-hour entitlement,Total,Total,67,25,37,1272,916,72
2024,Reporting year,Local authority,E92000001,England,E12000001,North East,394,E08000024,Sunderland,30-hour entitlement,Total,Total,68,23,34,616,387,63
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,15-hour entitlement,Total,Total,77,35,45,2054,1248,61
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,889,E06000008,Blackburn with Darwen,30-hour entitlement,Total,Total,65,31,48,791,460,58
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,15-hour entitlement,Total,Total,59,17,29,1481,555,37
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,890,E06000009,Blackpool,30-hour entitlement,Total,Total,55,16,29,647,273,42
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,15-hour entitlement,Total,Total,142,35,25,3105,1380,44
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,350,E08000001,Bolton,30-hour entitlement,Total,Total,113,34,30,1437,660,46
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,15-hour entitlement,Total,Total,107,42,39,1893,1013,54
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,351,E08000002,Bury,30-hour entitlement,Total,Total,99,40,40,947,591,62
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,15-hour entitlement,Total,Total,207,108,52,4347,2995,69
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,895,E06000049,Cheshire East,30-hour entitlement,Total,Total,202,104,51,2566,1808,70
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,15-hour entitlement,Total,Total,181,85,47,3848,2402,62
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,896,E06000050,Cheshire West and Chester,30-hour entitlement,Total,Total,177,85,48,2083,1318,63
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,942,E06000063,Cumberland,15-hour entitlement,Total,Total,97,34,35,1844,721,39
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,942,E06000063,Cumberland,30-hour entitlement,Total,Total,103,35,34,1133,453,40
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,15-hour entitlement,Total,Total,76,15,20,1653,539,33
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,876,E06000006,Halton,30-hour entitlement,Total,Total,76,14,18,750,248,33
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,15-hour entitlement,Total,Total,62,30,48,1462,1186,81
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,340,E08000011,Knowsley,30-hour entitlement,Total,Total,57,29,51,697,568,81
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,15-hour entitlement,Total,Total,735,316,43,14632,8816,60
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,888,E10000017,Lancashire,30-hour entitlement,Total,Total,679,302,44,8205,5286,64
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,15-hour entitlement,Total,Total,188,84,45,4689,2827,60
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,341,E08000012,Liverpool,30-hour entitlement,Total,Total,178,82,46,2210,1436,65
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,15-hour entitlement,Total,Total,238,82,34,4532,2275,50
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,352,E08000003,Manchester,30-hour entitlement,Total,Total,172,65,38,1079,597,55
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,15-hour entitlement,Total,Total,120,40,33,2881,1368,47
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,353,E08000004,Oldham,30-hour entitlement,Total,Total,108,39,36,1016,510,50
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,15-hour entitlement,Total,Total,131,41,31,2835,1094,39
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,354,E08000005,Rochdale,30-hour entitlement,Total,Total,113,40,35,1048,518,49
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,15-hour entitlement,Total,Total,160,49,31,3506,1742,50
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,355,E08000006,Salford,30-hour entitlement,Total,Total,119,48,40,1340,692,52
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,15-hour entitlement,Total,Total,108,50,46,2319,1564,67
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,343,E08000014,Sefton,30-hour entitlement,Total,Total,99,46,46,1191,820,69
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,15-hour entitlement,Total,Total,73,30,41,1837,960,52
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,342,E08000013,St. Helens,30-hour entitlement,Total,Total,68,27,40,884,448,51
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,15-hour entitlement,Total,Total,182,63,35,3006,1803,60
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,356,E08000007,Stockport,30-hour entitlement,Total,Total,184,67,36,1830,1038,57
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,15-hour entitlement,Total,Total,131,28,21,2532,1084,43
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,357,E08000008,Tameside,30-hour entitlement,Total,Total,116,28,24,1055,410,39
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,15-hour entitlement,Total,Total,137,57,42,2267,1359,60
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,358,E08000009,Trafford,30-hour entitlement,Total,Total,130,54,42,1210,705,58
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,15-hour entitlement,Total,Total,128,43,34,2289,1169,51
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,877,E06000007,Warrington,30-hour entitlement,Total,Total,121,43,36,1405,742,53
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,943,E06000064,Westmorland and Furness,15-hour entitlement,Total,Total,69,33,48,1214,774,64
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,943,E06000064,Westmorland and Furness,30-hour entitlement,Total,Total,73,34,47,791,529,67
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,15-hour entitlement,Total,Total,156,60,38,3807,1724,45
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,359,E08000010,Wigan,30-hour entitlement,Total,Total,153,60,39,2084,986,47
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,15-hour entitlement,Total,Total,162,72,44,2909,1869,64
2024,Reporting year,Local authority,E92000001,England,E12000002,North West,344,E08000015,Wirral,30-hour entitlement,Total,Total,148,68,46,1554,1037,67
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,15-hour entitlement,Total,Total,122,39,32,2335,1016,44
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,370,E08000016,Barnsley,30-hour entitlement,Total,Total,114,33,29,1143,475,42
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,15-hour entitlement,Total,Total,273,98,36,5083,2664,52
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,380,E08000032,Bradford,30-hour entitlement,Total,Total,246,90,37,1943,1040,54
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,15-hour entitlement,Total,Total,131,64,49,2484,1737,70
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,381,E08000033,Calderdale,30-hour entitlement,Total,Total,130,60,46,1139,851,75
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,15-hour entitlement,Total,Total,192,56,29,2582,1371,53
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,371,E08000017,Doncaster,30-hour entitlement,Total,Total,173,51,29,1182,654,55
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,15-hour entitlement,Total,Total,177,76,43,3175,1799,57
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,811,E06000011,East Riding of Yorkshire,30-hour entitlement,Total,Total,169,73,43,1979,1153,58
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",15-hour entitlement,Total,Total,91,26,29,2657,1011,38
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,810,E06000010,"Kingston upon Hull, City of",30-hour entitlement,Total,Total,84,24,29,944,398,42
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,15-hour entitlement,Total,Total,278,87,31,5768,2457,43
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,382,E08000034,Kirklees,30-hour entitlement,Total,Total,261,83,32,2619,1267,48
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,15-hour entitlement,Total,Total,475,166,35,7930,4011,51
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,383,E08000035,Leeds,30-hour entitlement,Total,Total,465,166,36,4056,2280,56
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,15-hour entitlement,Total,Total,76,21,28,1640,717,44
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,812,E06000012,North East Lincolnshire,30-hour entitlement,Total,Total,64,20,31,595,302,51
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,15-hour entitlement,Total,Total,100,31,31,1677,869,52
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,813,E06000013,North Lincolnshire,30-hour entitlement,Total,Total,89,29,33,825,483,59
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,15-hour entitlement,Total,Total,382,157,41,6136,3540,58
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,815,E10000023,North Yorkshire,30-hour entitlement,Total,Total,360,149,41,3680,2161,59
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,15-hour entitlement,Total,Total,129,29,22,2152,801,37
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,372,E08000018,Rotherham,30-hour entitlement,Total,Total,119,27,23,1010,402,40
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,15-hour entitlement,Total,Total,219,110,50,5406,3808,70
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,373,E08000019,Sheffield,30-hour entitlement,Total,Total,199,103,52,2628,1913,73
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,15-hour entitlement,Total,Total,169,51,30,2514,1319,52
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,384,E08000036,Wakefield,30-hour entitlement,Total,Total,169,47,28,1536,777,51
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,15-hour entitlement,Total,Total,130,53,41,1886,1100,58
2024,Reporting year,Local authority,E92000001,England,E12000003,Yorkshire and The Humber,816,E06000014,York,30-hour entitlement,Total,Total,122,50,41,1146,685,60
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,15-hour entitlement,Total,Total,123,43,35,2539,1107,44
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,831,E06000015,Derby,30-hour entitlement,Total,Total,107,40,37,1027,476,46
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,15-hour entitlement,Total,Total,410,158,39,7648,4046,53
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,830,E10000007,Derbyshire,30-hour entitlement,Total,Total,372,149,40,4153,2368,57
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,15-hour entitlement,Total,Total,140,59,42,4310,2209,51
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,856,E06000016,Leicester,30-hour entitlement,Total,Total,119,51,43,1235,754,61
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,15-hour entitlement,Total,Total,513,180,35,9958,5156,52
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,855,E10000018,Leicestershire,30-hour entitlement,Total,Total,484,170,35,5461,2970,54
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,15-hour entitlement,Total,Total,457,203,44,8683,4659,54
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,925,E10000019,Lincolnshire,30-hour entitlement,Total,Total,423,190,45,4260,2333,55
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,940,E06000061,North Northamptonshire,15-hour entitlement,Total,Total,241,68,28,3925,1782,45
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,940,E06000061,North Northamptonshire,30-hour entitlement,Total,Total,224,61,27,2008,912,45
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,15-hour entitlement,Total,Total,106,5,5,2665,150,6
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,892,E06000018,Nottingham,30-hour entitlement,Total,Total,90,4,4,856,47,5
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,15-hour entitlement,Total,Total,428,136,32,7455,3362,45
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,891,E10000024,Nottinghamshire,30-hour entitlement,Total,Total,418,136,33,4186,2081,50
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,15-hour entitlement,Total,Total,21,9,43,361,216,60
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,857,E06000017,Rutland,30-hour entitlement,Total,Total,20,8,40,203,125,62
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,941,E06000062,West Northamptonshire,15-hour entitlement,Total,Total,256,95,37,4982,2760,55
2024,Reporting year,Local authority,E92000001,England,E12000004,East Midlands,941,E06000062,West Northamptonshire,30-hour entitlement,Total,Total,246,92,37,2704,1396,52
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,15-hour entitlement,Total,Total,466,168,36,13120,6074,46
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,330,E08000025,Birmingham,30-hour entitlement,Total,Total,413,152,37,4051,1813,45
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,15-hour entitlement,Total,Total,174,36,21,3424,1163,34
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,331,E08000026,Coventry,30-hour entitlement,Total,Total,152,33,22,1429,582,41
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,15-hour entitlement,Total,Total,145,50,34,3318,1324,40
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,332,E08000027,Dudley,30-hour entitlement,Total,Total,128,43,34,1533,671,44
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",15-hour entitlement,Total,Total,105,61,58,1973,1511,77
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,884,E06000019,"Herefordshire, County of",30-hour entitlement,Total,Total,99,56,57,1038,821,79
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,15-hour entitlement,Total,Total,135,31,23,3667,1011,28
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,333,E08000028,Sandwell,30-hour entitlement,Total,Total,129,32,25,1209,334,28
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,15-hour entitlement,Total,Total,156,68,44,2688,1473,55
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,893,E06000051,Shropshire,30-hour entitlement,Total,Total,148,67,45,1556,909,58
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,15-hour entitlement,Total,Total,125,54,43,1955,1138,58
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,334,E08000029,Solihull,30-hour entitlement,Total,Total,118,49,42,1054,566,54
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,15-hour entitlement,Total,Total,558,256,46,11108,6757,61
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,860,E10000028,Staffordshire,30-hour entitlement,Total,Total,507,240,47,6024,3730,62
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,15-hour entitlement,Total,Total,86,26,30,2004,828,41
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,861,E06000021,Stoke-on-Trent,30-hour entitlement,Total,Total,80,25,31,650,303,47
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,15-hour entitlement,Total,Total,91,24,26,2056,801,39
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,894,E06000020,Telford and Wrekin,30-hour entitlement,Total,Total,88,24,27,982,372,38
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,15-hour entitlement,Total,Total,80,29,36,1710,586,34
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,335,E08000030,Walsall,30-hour entitlement,Total,Total,78,28,36,609,286,47
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,15-hour entitlement,Total,Total,356,159,45,7539,4220,56
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,937,E10000031,Warwickshire,30-hour entitlement,Total,Total,333,141,42,3850,2126,55
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,15-hour entitlement,Total,Total,73,21,29,1903,747,39
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,336,E08000031,Wolverhampton,30-hour entitlement,Total,Total,69,15,22,721,276,38
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,15-hour entitlement,Total,Total,315,155,49,6294,3737,59
2024,Reporting year,Local authority,E92000001,England,E12000005,West Midlands,885,E10000034,Worcestershire,30-hour entitlement,Total,Total,310,155,50,3581,2144,60
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,15-hour entitlement,Total,Total,104,23,22,1852,812,44
2024,Reporting year,Local authority,E92000001,England,E12000006,East of England,822,E06000055,Bedford,30-hour entitlement,Total,Total,96,22,23,862,329,38
